subject,block,trial,task,sfgpi_regret,optimal_dist
4,0,71,3,65.0,5.0
4,0,72,0,12.0,6.0
4,0,73,1,26.0,7.0
4,0,74,2,88.0,7.0
4,0,75,3,51.0,6.0
4,0,76,0,27.0,5.0
4,0,77,1,16.0,5.0
4,0,78,2,12.0,7.0
4,0,79,3,7.0,5.0
4,0,80,0,30.0,4.0
4,0,81,1,26.0,5.0
4,0,82,2,28.0,6.0
4,0,83,3,68.0,7.0
4,0,84,0,81.0,5.0
4,0,85,1,22.0,6.0
4,0,86,2,44.0,7.0
4,0,87,3,13.0,6.0
4,0,88,0,22.0,4.0
4,0,89,1,66.0,5.0
4,0,90,2,12.0,6.0
4,0,91,3,22.0,6.0
4,0,92,0,-2.0,5.0
4,0,93,1,70.0,7.0
4,0,94,2,26.0,5.0
4,0,95,3,107.0,5.0
4,0,96,0,64.0,5.0
4,0,97,1,46.0,8.0
4,0,98,2,54.0,7.0
4,0,99,3,14.0,7.0
4,0,100,0,11.0,5.0
4,0,101,1,104.0,6.0
4,0,102,2,62.0,7.0
4,0,103,3,36.0,6.0
4,0,104,0,93.0,4.0
4,0,105,1,40.0,8.0
4,0,106,2,48.0,7.0
4,0,107,3,31.0,7.0
4,0,108,0,42.0,6.0
4,0,109,1,44.0,9.0
4,0,110,2,30.0,6.0
4,0,111,3,19.0,6.0
4,0,112,0,38.0,3.0
4,0,113,1,62.0,8.0
4,0,114,2,66.0,6.0
4,0,115,3,24.0,6.0
4,0,116,0,146.0,4.0
4,0,117,1,34.0,6.0
4,0,118,2,22.0,6.0
4,0,119,3,33.0,6.0
4,0,120,0,26.0,6.0
4,0,121,1,48.0,7.0
4,0,122,2,10.0,6.0
4,0,123,3,20.0,6.0
4,0,124,0,35.0,4.0
4,0,125,1,106.0,8.0
4,0,126,2,28.0,6.0
4,0,127,3,69.0,5.0
4,0,128,0,24.0,5.0
4,0,129,1,8.0,6.0
4,0,130,2,4.0,5.0
4,0,131,3,18.0,6.0
4,0,132,0,52.0,3.0
4,0,133,1,20.0,6.0
4,0,134,2,30.0,7.0
4,0,135,3,47.0,7.0
4,0,136,0,71.0,7.0
4,0,137,1,82.0,6.0
4,0,138,2,14.0,7.0
4,0,139,3,51.0,6.0
4,0,140,0,78.0,6.0
4,0,141,1,96.0,5.0
4,0,142,2,2.0,7.0
4,0,143,3,24.0,6.0
4,0,144,0,0.0,5.0
4,0,145,1,50.0,5.0
4,0,146,2,58.0,6.0
4,0,147,3,53.0,8.0
4,0,148,0,13.0,6.0
4,0,149,1,32.0,5.0
4,0,150,2,20.0,7.0
4,0,151,3,32.0,5.0
4,0,152,0,60.0,5.0
4,0,153,1,8.0,5.0
4,0,154,2,14.0,7.0
4,0,155,3,151.0,8.0
4,0,156,0,38.0,6.0
4,0,157,1,22.0,8.0
4,0,158,2,18.0,6.0
4,0,159,3,14.0,5.0
4,0,160,0,34.0,4.0
4,0,161,1,30.0,6.0
4,0,162,2,32.0,6.0
4,0,163,3,40.0,5.0
4,0,164,0,0.0,3.0
4,0,165,1,24.0,8.0
4,0,166,2,20.0,7.0
4,0,167,3,70.0,6.0
4,0,168,0,16.0,5.0
4,0,169,1,126.0,5.0
4,0,170,2,106.0,6.0
4,0,171,3,16.0,7.0
4,0,172,0,30.0,7.0
4,0,173,1,106.0,7.0
4,0,174,2,28.0,6.0
4,0,175,3,8.0,6.0
4,0,176,0,4.0,5.0
4,0,177,1,28.0,5.0
4,0,178,2,26.0,7.0
4,0,179,3,69.0,7.0
4,0,180,0,22.0,4.0
4,0,181,1,28.0,7.0
4,0,182,2,70.0,6.0
4,0,183,3,30.0,5.0
4,0,184,0,22.0,5.0
4,0,185,1,34.0,8.0
4,0,186,2,30.0,6.0
4,0,187,3,11.0,7.0
4,0,188,0,8.0,3.0
4,0,189,1,40.0,6.0
4,0,190,2,4.0,7.0
4,0,191,3,3.0,5.0
4,0,192,0,109.0,7.0
4,0,193,1,18.0,8.0
4,0,194,2,18.0,6.0
4,0,195,3,8.0,6.0
4,0,196,0,26.0,3.0
4,0,197,1,6.0,6.0
4,0,198,2,50.0,6.0
4,0,199,3,26.0,5.0
5,0,0,0,6.0,5.0
5,0,1,1,72.0,6.0
5,0,2,2,10.0,5.0
5,0,3,3,57.0,5.0
5,0,4,0,16.0,5.0
5,0,5,1,4.0,6.0
5,0,6,2,52.0,6.0
5,0,7,3,12.0,5.0
5,0,8,0,39.0,4.0
5,0,9,1,106.0,5.0
5,0,10,2,36.0,5.0
5,0,11,3,44.0,5.0
5,0,12,0,26.0,6.0
5,0,13,1,40.0,5.0
5,0,14,2,26.0,7.0
5,0,15,3,14.0,5.0
5,0,16,0,10.0,3.0
5,0,17,1,56.0,5.0
5,0,18,2,18.0,5.0
5,0,19,3,21.0,6.0
5,0,20,0,36.0,5.0
5,0,21,1,6.0,7.0
5,0,22,2,60.0,5.0
5,0,23,3,53.0,7.0
5,0,24,0,2.0,6.0
5,0,25,1,60.0,8.0
5,0,26,2,38.0,5.0
5,0,27,3,75.0,6.0
5,0,28,0,10.0,6.0
5,0,29,1,88.0,7.0
5,0,30,2,40.0,5.0
5,0,31,3,12.0,8.0
5,0,32,0,34.0,5.0
5,0,33,1,100.0,6.0
5,0,34,2,40.0,7.0
5,0,35,3,8.0,5.0
5,0,36,0,17.0,4.0
5,0,37,1,56.0,8.0
5,0,38,2,14.0,6.0
5,0,39,3,12.0,6.0
5,0,40,0,73.0,5.0
5,0,41,1,38.0,9.0
5,0,42,2,14.0,6.0
5,0,43,3,8.0,5.0
5,0,44,0,51.0,6.0
5,0,45,1,24.0,7.0
5,0,46,2,14.0,6.0
5,0,47,3,16.0,8.0
5,0,48,0,2.0,4.0
5,0,49,1,52.0,7.0
5,0,50,2,48.0,7.0
5,0,51,3,55.0,6.0
5,0,52,0,76.0,5.0
5,0,53,1,30.0,9.0
5,0,54,2,10.0,7.0
5,0,55,3,65.0,6.0
5,0,56,0,60.0,6.0
5,0,57,1,4.0,7.0
5,0,58,2,80.0,7.0
5,0,59,3,33.0,5.0
5,0,60,0,29.0,6.0
5,0,61,1,40.0,7.0
5,0,62,2,18.0,6.0
5,0,63,3,23.0,8.0
5,0,64,0,36.0,5.0
5,0,65,1,84.0,8.0
5,0,66,2,84.0,5.0
5,0,67,3,75.0,5.0
5,0,68,0,10.0,6.0
5,0,69,1,42.0,8.0
5,0,70,2,48.0,6.0
5,0,71,3,21.0,5.0
5,0,72,0,114.0,6.0
5,0,73,1,48.0,7.0
5,0,74,2,26.0,7.0
5,0,75,3,79.0,6.0
5,0,76,0,21.0,5.0
5,0,77,1,18.0,5.0
5,0,78,2,20.0,7.0
5,0,79,3,69.0,5.0
5,0,80,0,12.0,4.0
5,0,81,1,20.0,5.0
5,0,82,2,80.0,6.0
5,0,83,3,60.0,7.0
5,0,84,0,86.0,5.0
5,0,85,1,36.0,6.0
5,0,86,2,24.0,7.0
5,0,87,3,62.0,6.0
5,0,88,0,38.0,4.0
5,0,89,1,34.0,5.0
5,0,90,2,12.0,6.0
5,0,91,3,23.0,6.0
5,0,92,0,-1.0,5.0
5,0,93,1,42.0,7.0
5,0,94,2,22.0,5.0
5,0,95,3,65.0,5.0
5,0,96,0,20.0,5.0
5,0,97,1,28.0,8.0
5,0,98,2,46.0,7.0
5,0,99,3,165.0,7.0
5,0,100,0,57.0,5.0
5,0,101,1,106.0,6.0
5,0,102,2,52.0,7.0
5,0,103,3,18.0,6.0
5,0,104,0,6.0,4.0
5,0,105,1,26.0,8.0
5,0,106,2,12.0,7.0
5,0,107,3,49.0,7.0
5,0,108,0,55.0,6.0
5,0,109,1,36.0,9.0
5,0,110,2,36.0,6.0
5,0,111,3,23.0,6.0
5,0,112,0,90.0,3.0
5,0,113,1,34.0,8.0
5,0,114,2,34.0,6.0
5,0,115,3,10.0,6.0
5,0,116,0,10.0,4.0
5,0,117,1,26.0,6.0
5,0,118,2,78.0,6.0
5,0,119,3,6.0,6.0
5,0,120,0,165.0,6.0
5,0,121,1,80.0,7.0
5,0,122,2,86.0,6.0
5,0,123,3,38.0,6.0
5,0,124,0,131.0,4.0
5,0,125,1,48.0,8.0
5,0,126,2,50.0,6.0
5,0,127,3,39.0,5.0
5,0,128,0,107.0,5.0
5,0,129,1,32.0,6.0
5,0,130,2,40.0,5.0
5,0,131,3,16.0,6.0
5,0,132,0,18.0,3.0
5,0,133,1,54.0,6.0
5,0,134,2,12.0,7.0
5,0,135,3,33.0,7.0
5,0,136,0,199.0,7.0
5,0,137,1,48.0,6.0
5,0,138,2,76.0,7.0
5,0,139,3,21.0,6.0
5,0,140,0,31.0,6.0
5,0,141,1,22.0,5.0
5,0,142,2,22.0,7.0
5,0,143,3,20.0,6.0
5,0,144,0,0.0,5.0
5,0,145,1,80.0,5.0
5,0,146,2,60.0,6.0
5,0,147,3,11.0,8.0
5,0,148,0,116.0,6.0
5,0,149,1,96.0,5.0
5,0,150,2,24.0,7.0
5,0,151,3,41.0,5.0
5,0,152,0,0.0,5.0
5,0,153,1,32.0,5.0
5,0,154,2,20.0,7.0
5,0,155,3,31.0,8.0
5,0,156,0,22.0,6.0
5,0,157,1,76.0,8.0
5,0,158,2,24.0,6.0
5,0,159,3,12.0,5.0
5,0,160,0,28.0,4.0
5,0,161,1,20.0,6.0
5,0,162,2,12.0,6.0
5,0,163,3,20.0,5.0
5,0,164,0,0.0,3.0
5,0,165,1,26.0,8.0
5,0,166,2,6.0,7.0
5,0,167,3,22.0,6.0
5,0,168,0,32.0,5.0
5,0,169,1,84.0,5.0
5,0,170,2,42.0,6.0
5,0,171,3,5.0,7.0
5,0,172,0,2.0,7.0
5,0,173,1,10.0,7.0
5,0,174,2,58.0,6.0
5,0,175,3,25.0,6.0
5,0,176,0,2.0,5.0
5,0,177,1,32.0,5.0
5,0,178,2,36.0,7.0
5,0,179,3,39.0,7.0
5,0,180,0,195.0,4.0
5,0,181,1,2.0,7.0
5,0,182,2,100.0,6.0
5,0,183,3,22.0,5.0
5,0,184,0,6.0,5.0
5,0,185,1,22.0,8.0
5,0,186,2,46.0,6.0
5,0,187,3,12.0,7.0
5,0,188,0,10.0,3.0
5,0,189,1,4.0,6.0
5,0,190,2,40.0,7.0
5,0,191,3,20.0,5.0
5,0,192,0,207.0,7.0
5,0,193,1,42.0,8.0
5,0,194,2,38.0,6.0
5,0,195,3,41.0,6.0
5,0,196,0,22.0,3.0
5,0,197,1,36.0,6.0
5,0,198,2,38.0,6.0
5,0,199,3,38.0,5.0
6,0,0,0,14.0,5.0
6,0,1,1,8.0,6.0
6,0,2,2,12.0,5.0
6,0,3,3,26.0,5.0
6,0,4,0,34.0,5.0
6,0,5,1,52.0,6.0
6,0,6,2,6.0,6.0
6,0,7,3,16.0,5.0
6,0,8,0,13.0,4.0
6,0,9,1,8.0,5.0
6,0,10,2,22.0,5.0
6,0,11,3,45.0,5.0
6,0,12,0,34.0,6.0
6,0,13,1,8.0,5.0
6,0,14,2,22.0,7.0
6,0,15,3,15.0,5.0
6,0,16,0,96.0,3.0
6,0,17,1,46.0,5.0
6,0,18,2,32.0,5.0
6,0,19,3,51.0,6.0
6,0,20,0,47.0,5.0
6,0,21,1,12.0,7.0
6,0,22,2,24.0,5.0
6,0,23,3,20.0,7.0
6,0,24,0,-2.0,6.0
6,0,25,1,64.0,8.0
6,0,26,2,60.0,5.0
6,0,27,3,30.0,6.0
6,0,28,0,12.0,6.0
6,0,29,1,22.0,7.0
6,0,30,2,102.0,5.0
6,0,31,3,21.0,8.0
6,0,32,0,52.0,5.0
6,0,33,1,16.0,6.0
6,0,34,2,4.0,7.0
6,0,35,3,41.0,5.0
6,0,36,0,97.0,4.0
6,0,37,1,80.0,8.0
6,0,38,2,54.0,6.0
6,0,39,3,41.0,6.0
6,0,40,0,98.0,5.0
6,0,41,1,52.0,9.0
6,0,42,2,2.0,6.0
6,0,43,3,27.0,5.0
6,0,44,0,12.0,6.0
6,0,45,1,10.0,7.0
6,0,46,2,34.0,6.0
6,0,47,3,83.0,8.0
6,0,48,0,16.0,4.0
6,0,49,1,62.0,7.0
6,0,50,2,28.0,7.0
6,0,51,3,12.0,6.0
6,0,52,0,58.0,5.0
6,0,53,1,22.0,9.0
6,0,54,2,40.0,7.0
6,0,55,3,19.0,6.0
6,0,56,0,38.0,6.0
6,0,57,1,14.0,7.0
6,0,58,2,58.0,7.0
6,0,59,3,41.0,5.0
6,0,60,0,47.0,6.0
6,0,61,1,36.0,7.0
6,0,62,2,24.0,6.0
6,0,63,3,55.0,8.0
6,0,64,0,4.0,5.0
6,0,65,1,54.0,8.0
6,0,66,2,38.0,5.0
6,0,67,3,14.0,5.0
6,0,68,0,54.0,6.0
6,0,69,1,48.0,8.0
6,0,70,2,14.0,6.0
6,0,71,3,32.0,5.0
6,0,72,0,75.0,6.0
6,0,73,1,16.0,7.0
6,0,74,2,6.0,7.0
6,0,75,3,69.0,6.0
6,0,76,0,4.0,5.0
6,0,77,1,82.0,5.0
6,0,78,2,22.0,7.0
6,0,79,3,85.0,5.0
6,0,80,0,66.0,4.0
6,0,81,1,18.0,5.0
6,0,82,2,64.0,6.0
6,0,83,3,84.0,7.0
6,0,84,0,8.0,5.0
6,0,85,1,18.0,6.0
6,0,86,2,22.0,7.0
6,0,87,3,10.0,6.0
6,0,88,0,33.0,4.0
6,0,89,1,42.0,5.0
6,0,90,2,30.0,6.0
6,0,91,3,20.0,6.0
6,0,92,0,2.0,5.0
6,0,93,1,0.0,7.0
6,0,94,2,130.0,5.0
6,0,95,3,6.0,5.0
6,0,96,0,14.0,5.0
6,0,97,1,66.0,8.0
6,0,98,2,60.0,7.0
6,0,99,3,23.0,7.0
6,0,100,0,22.0,5.0
6,0,101,1,4.0,6.0
6,0,102,2,158.0,7.0
6,0,103,3,9.0,6.0
6,0,104,0,133.0,4.0
6,0,105,1,28.0,8.0
6,0,106,2,44.0,7.0
6,0,107,3,185.0,7.0
6,0,108,0,25.0,6.0
6,0,109,1,92.0,9.0
6,0,110,2,150.0,6.0
6,0,111,3,73.0,6.0
6,0,112,0,51.0,3.0
6,0,113,1,48.0,8.0
6,0,114,2,22.0,6.0
6,0,115,3,17.0,6.0
6,0,116,0,53.0,4.0
6,0,117,1,34.0,6.0
6,0,118,2,22.0,6.0
6,0,119,3,165.0,6.0
6,0,120,0,23.0,6.0
6,0,121,1,36.0,7.0
6,0,122,2,76.0,6.0
6,0,123,3,59.0,6.0
6,0,124,0,77.0,4.0
6,0,125,1,72.0,8.0
6,0,126,2,108.0,6.0
6,0,127,3,73.0,5.0
6,0,128,0,40.0,5.0
6,0,129,1,154.0,6.0
6,0,130,2,12.0,5.0
6,0,131,3,24.0,6.0
6,0,132,0,0.0,3.0
6,0,133,1,24.0,6.0
6,0,134,2,18.0,7.0
6,0,135,3,12.0,7.0
6,0,136,0,33.0,7.0
6,0,137,1,22.0,6.0
6,0,138,2,58.0,7.0
6,0,139,3,50.0,6.0
6,0,140,0,129.0,6.0
6,0,141,1,50.0,5.0
6,0,142,2,46.0,7.0
6,0,143,3,57.0,6.0
6,0,144,0,14.0,5.0
6,0,145,1,98.0,5.0
6,0,146,2,64.0,6.0
6,0,147,3,15.0,8.0
6,0,148,0,77.0,6.0
6,0,149,1,4.0,5.0
6,0,150,2,4.0,7.0
6,0,151,3,11.0,5.0
6,0,152,0,30.0,5.0
6,0,153,1,6.0,5.0
6,0,154,2,4.0,7.0
6,0,155,3,18.0,8.0
6,0,156,0,95.0,6.0
6,0,157,1,14.0,8.0
6,0,158,2,14.0,6.0
6,0,159,3,66.0,5.0
6,0,160,0,24.0,4.0
6,0,161,1,36.0,6.0
6,0,162,2,50.0,6.0
6,0,163,3,41.0,5.0
6,0,164,0,159.0,3.0
6,0,165,1,34.0,8.0
6,0,166,2,14.0,7.0
6,0,167,3,9.0,6.0
6,0,168,0,-2.0,5.0
6,0,169,1,110.0,5.0
6,0,170,2,24.0,6.0
6,0,171,3,38.0,7.0
6,0,172,0,74.0,7.0
6,0,173,1,54.0,7.0
6,0,174,2,96.0,6.0
6,0,175,3,51.0,6.0
6,0,176,0,89.0,5.0
6,0,177,1,16.0,5.0
6,0,178,2,28.0,7.0
6,0,179,3,86.0,7.0
6,0,180,0,10.0,4.0
6,0,181,1,0.0,7.0
6,0,182,2,28.0,6.0
6,0,183,3,6.0,5.0
6,0,184,0,113.0,5.0
6,0,185,1,106.0,8.0
6,0,186,2,60.0,6.0
6,0,187,3,11.0,7.0
6,0,188,0,20.0,3.0
6,0,189,1,20.0,6.0
6,0,190,2,26.0,7.0
6,0,191,3,33.0,5.0
6,0,192,0,33.0,7.0
6,0,193,1,54.0,8.0
6,0,194,2,16.0,6.0
6,0,195,3,67.0,6.0
6,0,196,0,21.0,3.0
6,0,197,1,8.0,6.0
6,0,198,2,64.0,6.0
6,0,199,3,41.0,5.0
7,0,0,0,16.0,5.0
7,0,1,1,56.0,6.0
7,0,2,2,36.0,5.0
7,0,3,3,49.0,5.0
7,0,4,0,38.0,5.0
7,0,5,1,16.0,6.0
7,0,6,2,26.0,6.0
7,0,7,3,13.0,5.0
7,0,8,0,58.0,4.0
7,0,9,1,24.0,5.0
7,0,10,2,10.0,5.0
7,0,11,3,65.0,5.0
7,0,12,0,50.0,6.0
7,0,13,1,16.0,5.0
7,0,14,2,14.0,7.0
7,0,15,3,47.0,5.0
7,0,16,0,61.0,3.0
7,0,17,1,28.0,5.0
7,0,18,2,16.0,5.0
7,0,19,3,25.0,6.0
7,0,20,0,33.0,5.0
7,0,21,1,6.0,7.0
7,0,22,2,34.0,5.0
7,0,23,3,17.0,7.0
7,0,24,0,4.0,6.0
7,0,25,1,20.0,8.0
7,0,26,2,30.0,5.0
7,0,27,3,36.0,6.0
7,0,28,0,3.0,6.0
7,0,29,1,44.0,7.0
7,0,30,2,50.0,5.0
7,0,31,3,14.0,8.0
7,0,32,0,22.0,5.0
7,0,33,1,34.0,6.0
7,0,34,2,88.0,7.0
7,0,35,3,17.0,5.0
7,0,36,0,8.0,4.0
7,0,37,1,96.0,8.0
7,0,38,2,20.0,6.0
7,0,39,3,49.0,6.0
7,0,40,0,13.0,5.0
7,0,41,1,94.0,9.0
7,0,42,2,46.0,6.0
7,0,43,3,26.0,5.0
7,0,44,0,24.0,6.0
7,0,45,1,44.0,7.0
7,0,46,2,6.0,6.0
7,0,47,3,39.0,8.0
7,0,48,0,137.0,4.0
7,0,49,1,44.0,7.0
7,0,50,2,114.0,7.0
7,0,51,3,63.0,6.0
7,0,52,0,36.0,5.0
7,0,53,1,28.0,9.0
7,0,54,2,24.0,7.0
7,0,55,3,27.0,6.0
7,0,56,0,28.0,6.0
7,0,57,1,82.0,7.0
7,0,58,2,40.0,7.0
7,0,59,3,50.0,5.0
7,0,60,0,101.0,6.0
7,0,61,1,84.0,7.0
7,0,62,2,14.0,6.0
7,0,63,3,46.0,8.0
7,0,64,0,4.0,5.0
7,0,65,1,4.0,8.0
7,0,66,2,28.0,5.0
7,0,67,3,23.0,5.0
7,0,68,0,20.0,6.0
7,0,69,1,6.0,8.0
7,0,70,2,96.0,6.0
7,0,71,3,2.0,5.0
7,0,72,0,41.0,6.0
7,0,73,1,48.0,7.0
7,0,74,2,66.0,7.0
7,0,75,3,1.0,6.0
7,0,76,0,101.0,5.0
7,0,77,1,54.0,5.0
7,0,78,2,8.0,7.0
7,0,79,3,81.0,5.0
7,0,80,0,85.0,4.0
7,0,81,1,158.0,5.0
7,0,82,2,30.0,6.0
7,0,83,3,22.0,7.0
7,0,84,0,17.0,5.0
7,0,85,1,38.0,6.0
7,0,86,2,98.0,7.0
7,0,87,3,8.0,6.0
7,0,88,0,22.0,4.0
7,0,89,1,64.0,5.0
7,0,90,2,60.0,6.0
7,0,91,3,115.0,6.0
7,0,92,0,56.0,5.0
7,0,93,1,48.0,7.0
7,0,94,2,72.0,5.0
7,0,95,3,35.0,5.0
7,0,96,0,33.0,5.0
7,0,97,1,34.0,8.0
7,0,98,2,46.0,7.0
7,0,99,3,21.0,7.0
7,0,100,0,20.0,5.0
7,0,101,1,6.0,6.0
7,0,102,2,20.0,7.0
7,0,103,3,79.0,6.0
7,0,104,0,24.0,4.0
7,0,105,1,40.0,8.0
7,0,106,2,30.0,7.0
7,0,107,3,47.0,7.0
7,0,108,0,33.0,6.0
7,0,109,1,18.0,9.0
7,0,110,2,22.0,6.0
7,0,111,3,31.0,6.0
7,0,112,0,81.0,3.0
7,0,113,1,22.0,8.0
7,0,114,2,12.0,6.0
7,0,115,3,121.0,6.0
7,0,116,0,28.0,4.0
7,0,117,1,14.0,6.0
7,0,118,2,34.0,6.0
7,0,119,3,131.0,6.0
7,0,120,0,8.0,6.0
7,0,121,1,14.0,7.0
7,0,122,2,22.0,6.0
7,0,123,3,8.0,6.0
7,0,124,0,27.0,4.0
7,0,125,1,72.0,8.0
7,0,126,2,44.0,6.0
7,0,127,3,2.0,5.0
7,0,128,0,11.0,5.0
7,0,129,1,26.0,6.0
7,0,130,2,26.0,5.0
7,0,131,3,8.0,6.0
7,0,132,0,13.0,3.0
7,0,133,1,34.0,6.0
7,0,134,2,42.0,7.0
7,0,135,3,4.0,7.0
7,0,136,0,30.0,7.0
7,0,137,1,62.0,6.0
7,0,138,2,8.0,7.0
7,0,139,3,15.0,6.0
7,0,140,0,84.0,6.0
7,0,141,1,66.0,5.0
7,0,142,2,34.0,7.0
7,0,143,3,93.0,6.0
7,0,144,0,68.0,5.0
7,0,145,1,4.0,5.0
7,0,146,2,30.0,6.0
7,0,147,3,23.0,8.0
7,0,148,0,0.0,6.0
7,0,149,1,188.0,5.0
7,0,150,2,8.0,7.0
7,0,151,3,48.0,5.0
7,0,152,0,63.0,5.0
7,0,153,1,38.0,5.0
7,0,154,2,24.0,7.0
7,0,155,3,36.0,8.0
7,0,156,0,2.0,6.0
7,0,157,1,20.0,8.0
7,0,158,2,6.0,6.0
7,0,159,3,37.0,5.0
7,0,160,0,2.0,4.0
7,0,161,1,84.0,6.0
7,0,162,2,24.0,6.0
7,0,163,3,7.0,5.0
7,0,164,0,50.0,3.0
7,0,165,1,64.0,8.0
7,0,166,2,14.0,7.0
7,0,167,3,24.0,6.0
7,0,168,0,99.0,5.0
7,0,169,1,12.0,5.0
7,0,170,2,24.0,6.0
7,0,171,3,16.0,7.0
7,0,172,0,14.0,7.0
7,0,173,1,34.0,7.0
7,0,174,2,22.0,6.0
7,0,175,3,18.0,6.0
7,0,176,0,32.0,5.0
7,0,177,1,20.0,5.0
7,0,178,2,56.0,7.0
7,0,179,3,31.0,7.0
7,0,180,0,12.0,4.0
7,0,181,1,28.0,7.0
7,0,182,2,20.0,6.0
7,0,183,3,3.0,5.0
7,0,184,0,27.0,5.0
7,0,185,1,8.0,8.0
7,0,186,2,44.0,6.0
7,0,187,3,111.0,7.0
7,0,188,0,10.0,3.0
7,0,189,1,8.0,6.0
7,0,190,2,44.0,7.0
7,0,191,3,1.0,5.0
7,0,192,0,40.0,7.0
7,0,193,1,34.0,8.0
7,0,194,2,22.0,6.0
7,0,195,3,30.0,6.0
7,0,196,0,79.0,3.0
7,0,197,1,12.0,6.0
7,0,198,2,14.0,6.0
7,0,199,3,36.0,5.0
8,0,0,0,24.0,5.0
8,0,1,1,18.0,6.0
8,0,2,2,24.0,5.0
8,0,3,3,55.0,5.0
8,0,4,0,10.0,5.0
8,0,5,1,26.0,6.0
8,0,6,2,42.0,6.0
8,0,7,3,59.0,5.0
8,0,8,0,37.0,4.0
8,0,9,1,10.0,5.0
8,0,10,2,12.0,5.0
8,0,11,3,6.0,5.0
8,0,12,0,17.0,6.0
8,0,13,1,2.0,5.0
8,0,14,2,-2.0,7.0
8,0,15,3,15.0,5.0
8,0,16,0,16.0,3.0
8,0,17,1,8.0,5.0
8,0,18,2,8.0,5.0
8,0,19,3,63.0,6.0
8,0,20,0,111.0,5.0
8,0,21,1,0.0,7.0
8,0,22,2,18.0,5.0
8,0,23,3,10.0,7.0
8,0,24,0,20.0,6.0
8,0,25,1,22.0,8.0
8,0,26,2,88.0,5.0
8,0,27,3,27.0,6.0
8,0,28,0,22.0,6.0
8,0,29,1,12.0,7.0
8,0,30,2,16.0,5.0
8,0,31,3,22.0,8.0
8,0,32,0,8.0,5.0
8,0,33,1,76.0,6.0
8,0,34,2,30.0,7.0
8,0,35,3,21.0,5.0
8,0,36,0,161.0,4.0
8,0,37,1,122.0,8.0
8,0,38,2,40.0,6.0
8,0,39,3,22.0,6.0
8,0,40,0,121.0,5.0
8,0,41,1,46.0,9.0
8,0,42,2,46.0,6.0
8,0,43,3,72.0,5.0
8,0,44,0,24.0,6.0
8,0,45,1,50.0,7.0
8,0,46,2,16.0,6.0
8,0,47,3,46.0,8.0
8,0,48,0,0.0,4.0
8,0,49,1,26.0,7.0
8,0,50,2,22.0,7.0
8,0,51,3,53.0,6.0
8,0,52,0,81.0,5.0
8,0,53,1,60.0,9.0
8,0,54,2,122.0,7.0
8,0,55,3,63.0,6.0
8,0,56,0,101.0,6.0
8,0,57,1,54.0,7.0
8,0,58,2,62.0,7.0
8,0,59,3,11.0,5.0
8,0,60,0,105.0,6.0
8,0,61,1,66.0,7.0
8,0,62,2,24.0,6.0
8,0,63,3,115.0,8.0
8,0,64,0,149.0,5.0
8,0,65,1,32.0,8.0
8,0,66,2,6.0,5.0
8,0,67,3,16.0,5.0
8,0,68,0,40.0,6.0
8,0,69,1,80.0,8.0
8,0,70,2,120.0,6.0
8,0,71,3,21.0,5.0
8,0,72,0,14.0,6.0
8,0,73,1,38.0,7.0
8,0,74,2,20.0,7.0
8,0,75,3,85.0,6.0
8,0,76,0,20.0,5.0
8,0,77,1,20.0,5.0
8,0,78,2,4.0,7.0
8,0,79,3,59.0,5.0
8,0,80,0,39.0,4.0
8,0,81,1,12.0,5.0
8,0,82,2,90.0,6.0
8,0,83,3,95.0,7.0
8,0,84,0,18.0,5.0
8,0,85,1,60.0,6.0
8,0,86,2,40.0,7.0
8,0,87,3,10.0,6.0
8,0,88,0,25.0,4.0
8,0,89,1,100.0,5.0
8,0,90,2,12.0,6.0
8,0,91,3,12.0,6.0
8,0,92,0,39.0,5.0
8,0,93,1,12.0,7.0
8,0,94,2,74.0,5.0
8,0,95,3,73.0,5.0
8,0,96,0,26.0,5.0
8,0,97,1,46.0,8.0
8,0,98,2,0.0,7.0
8,0,99,3,37.0,7.0
8,0,100,0,86.0,5.0
8,0,101,1,68.0,6.0
8,0,102,2,22.0,7.0
8,0,103,3,54.0,6.0
8,0,104,0,18.0,4.0
8,0,105,1,42.0,8.0
8,0,106,2,54.0,7.0
8,0,107,3,20.0,7.0
8,0,108,0,61.0,6.0
8,0,109,1,8.0,9.0
8,0,110,2,74.0,6.0
8,0,111,3,7.0,6.0
8,0,112,0,10.0,3.0
8,0,113,1,26.0,8.0
8,0,114,2,76.0,6.0
8,0,115,3,91.0,6.0
8,0,116,0,11.0,4.0
8,0,117,1,46.0,6.0
8,0,118,2,42.0,6.0
8,0,119,3,32.0,6.0
8,0,120,0,159.0,6.0
8,0,121,1,18.0,7.0
8,0,122,2,2.0,6.0
8,0,123,3,42.0,6.0
8,0,124,0,47.0,4.0
8,0,125,1,52.0,8.0
8,0,126,2,14.0,6.0
8,0,127,3,49.0,5.0
8,0,128,0,18.0,5.0
8,0,129,1,100.0,6.0
8,0,130,2,44.0,5.0
8,0,131,3,31.0,6.0
8,0,132,0,12.0,3.0
8,0,133,1,42.0,6.0
8,0,134,2,174.0,7.0
8,0,135,3,67.0,7.0
8,0,136,0,109.0,7.0
8,0,137,1,20.0,6.0
8,0,138,2,24.0,7.0
8,0,139,3,25.0,6.0
8,0,140,0,163.0,6.0
8,0,141,1,10.0,5.0
8,0,142,2,122.0,7.0
8,0,143,3,49.0,6.0
