subject,block,trial,task,sfgpi_regret,optimal_dist
1,0,109,1,98.0,9.0
1,0,110,2,12.0,6.0
1,0,111,3,32.0,6.0
1,0,112,0,93.0,3.0
1,0,113,1,16.0,8.0
1,0,114,2,18.0,6.0
1,0,115,3,14.0,6.0
1,0,116,0,13.0,4.0
1,0,117,1,58.0,6.0
1,0,118,2,24.0,6.0
1,0,119,3,59.0,6.0
1,0,120,0,9.0,6.0
1,0,121,1,38.0,7.0
1,0,122,2,62.0,6.0
1,0,123,3,58.0,6.0
1,0,124,0,12.0,4.0
1,0,125,1,62.0,8.0
1,0,126,2,54.0,6.0
1,0,127,3,17.0,5.0
1,0,128,0,45.0,5.0
1,0,129,1,28.0,6.0
1,0,130,2,42.0,5.0
1,0,131,3,67.0,6.0
1,0,132,0,79.0,3.0
1,0,133,1,190.0,6.0
1,0,134,2,20.0,7.0
1,0,135,3,7.0,7.0
1,0,136,0,28.0,7.0
1,0,137,1,20.0,6.0
1,0,138,2,0.0,7.0
1,0,139,3,45.0,6.0
1,0,140,0,18.0,6.0
1,0,141,1,34.0,5.0
1,0,142,2,60.0,7.0
1,0,143,3,45.0,6.0
1,0,144,0,12.0,5.0
1,0,145,1,50.0,5.0
1,0,146,2,118.0,6.0
1,0,147,3,8.0,8.0
1,0,148,0,3.0,6.0
1,0,149,1,74.0,5.0
1,0,150,2,16.0,7.0
1,0,151,3,6.0,5.0
1,0,152,0,26.0,5.0
1,0,153,1,78.0,5.0
1,0,154,2,24.0,7.0
1,0,155,3,73.0,8.0
1,0,156,0,22.0,6.0
1,0,157,1,34.0,8.0
1,0,158,2,58.0,6.0
1,0,159,3,11.0,5.0
1,0,160,0,8.0,4.0
1,0,161,1,30.0,6.0
1,0,162,2,50.0,6.0
1,0,163,3,27.0,5.0
1,0,164,0,50.0,3.0
1,0,165,1,52.0,8.0
1,0,166,2,48.0,7.0
1,0,167,3,58.0,6.0
1,0,168,0,5.0,5.0
1,0,169,1,8.0,5.0
1,0,170,2,16.0,6.0
1,0,171,3,13.0,7.0
1,0,172,0,34.0,7.0
1,0,173,1,54.0,7.0
1,0,174,2,68.0,6.0
1,0,175,3,67.0,6.0
1,0,176,0,6.0,5.0
1,0,177,1,26.0,5.0
1,0,178,2,26.0,7.0
1,0,179,3,-1.0,7.0
1,0,180,0,11.0,4.0
1,0,181,1,36.0,7.0
1,0,182,2,38.0,6.0
1,0,183,3,35.0,5.0
1,0,184,0,43.0,5.0
1,0,185,1,10.0,8.0
1,0,186,2,36.0,6.0
1,0,187,3,17.0,7.0
1,0,188,0,82.0,3.0
1,0,189,1,48.0,6.0
1,0,190,2,50.0,7.0
1,0,191,3,17.0,5.0
1,0,192,0,5.0,7.0
1,0,193,1,54.0,8.0
1,0,194,2,50.0,6.0
1,0,195,3,6.0,6.0
1,0,196,0,32.0,3.0
1,0,197,1,46.0,6.0
1,0,198,2,42.0,6.0
1,0,199,3,34.0,5.0
2,0,0,0,16.0,5.0
2,0,1,1,92.0,6.0
2,0,2,2,14.0,5.0
2,0,3,3,81.0,5.0
2,0,4,0,87.0,5.0
2,0,5,1,88.0,6.0
2,0,6,2,34.0,6.0
2,0,7,3,6.0,5.0
2,0,8,0,19.0,4.0
2,0,9,1,132.0,5.0
2,0,10,2,20.0,5.0
2,0,11,3,1.0,5.0
2,0,12,0,53.0,6.0
2,0,13,1,8.0,5.0
2,0,14,2,12.0,7.0
2,0,15,3,8.0,5.0
2,0,16,0,65.0,3.0
2,0,17,1,12.0,5.0
2,0,18,2,96.0,5.0
2,0,19,3,27.0,6.0
2,0,20,0,14.0,5.0
2,0,21,1,28.0,7.0
2,0,22,2,32.0,5.0
2,0,23,3,32.0,7.0
2,0,24,0,2.0,6.0
2,0,25,1,6.0,8.0
2,0,26,2,22.0,5.0
2,0,27,3,25.0,6.0
2,0,28,0,19.0,6.0
2,0,29,1,54.0,7.0
2,0,30,2,8.0,5.0
2,0,31,3,61.0,8.0
2,0,32,0,31.0,5.0
2,0,33,1,42.0,6.0
2,0,34,2,24.0,7.0
2,0,35,3,38.0,5.0
2,0,36,0,18.0,4.0
2,0,37,1,40.0,8.0
2,0,38,2,38.0,6.0
2,0,39,3,31.0,6.0
2,0,40,0,95.0,5.0
2,0,41,1,18.0,9.0
2,0,42,2,56.0,6.0
2,0,43,3,26.0,5.0
2,0,44,0,79.0,6.0
2,0,45,1,36.0,7.0
2,0,46,2,38.0,6.0
2,0,47,3,97.0,8.0
2,0,48,0,7.0,4.0
2,0,49,1,104.0,7.0
2,0,50,2,74.0,7.0
2,0,51,3,135.0,6.0
2,0,52,0,80.0,5.0
2,0,53,1,58.0,9.0
2,0,54,2,102.0,7.0
2,0,55,3,26.0,6.0
2,0,56,0,44.0,6.0
2,0,57,1,34.0,7.0
2,0,58,2,40.0,7.0
2,0,59,3,19.0,5.0
2,0,60,0,88.0,6.0
2,0,61,1,26.0,7.0
2,0,62,2,88.0,6.0
2,0,63,3,72.0,8.0
2,0,64,0,2.0,5.0
2,0,65,1,26.0,8.0
2,0,66,2,74.0,5.0
2,0,67,3,55.0,5.0
2,0,68,0,97.0,6.0
2,0,69,1,42.0,8.0
2,0,70,2,42.0,6.0
2,0,71,3,27.0,5.0
2,0,72,0,22.0,6.0
2,0,73,1,32.0,7.0
2,0,74,2,76.0,7.0
2,0,75,3,15.0,6.0
2,0,76,0,47.0,5.0
2,0,77,1,64.0,5.0
2,0,78,2,118.0,7.0
2,0,79,3,75.0,5.0
2,0,80,0,16.0,4.0
2,0,81,1,96.0,5.0
2,0,82,2,80.0,6.0
2,0,83,3,21.0,7.0
2,0,84,0,33.0,5.0
2,0,85,1,70.0,6.0
2,0,86,2,38.0,7.0
2,0,87,3,101.0,6.0
2,0,88,0,16.0,4.0
2,0,89,1,84.0,5.0
2,0,90,2,44.0,6.0
2,0,91,3,10.0,6.0
2,0,92,0,102.0,5.0
2,0,93,1,36.0,7.0
2,0,94,2,2.0,5.0
2,0,95,3,39.0,5.0
2,0,96,0,16.0,5.0
2,0,97,1,8.0,8.0
2,0,98,2,40.0,7.0
2,0,99,3,15.0,7.0
2,0,100,0,33.0,5.0
2,0,101,1,2.0,6.0
2,0,102,2,60.0,7.0
2,0,103,3,12.0,6.0
2,0,104,0,14.0,4.0
2,0,105,1,30.0,8.0
2,0,106,2,44.0,7.0
2,0,107,3,15.0,7.0
2,0,108,0,36.0,6.0
2,0,109,1,26.0,9.0
2,0,110,2,32.0,6.0
2,0,111,3,63.0,6.0
2,0,112,0,6.0,3.0
2,0,113,1,54.0,8.0
2,0,114,2,12.0,6.0
2,0,115,3,30.0,6.0
2,0,116,0,57.0,4.0
2,0,117,1,26.0,6.0
2,0,118,2,32.0,6.0
2,0,119,3,14.0,6.0
2,0,120,0,5.0,6.0
2,0,121,1,8.0,7.0
2,0,122,2,24.0,6.0
2,0,123,3,35.0,6.0
2,0,124,0,54.0,4.0
2,0,125,1,44.0,8.0
2,0,126,2,32.0,6.0
2,0,127,3,95.0,5.0
2,0,128,0,99.0,5.0
2,0,129,1,138.0,6.0
2,0,130,2,32.0,5.0
2,0,131,3,14.0,6.0
2,0,132,0,106.0,3.0
2,0,133,1,26.0,6.0
2,0,134,2,6.0,7.0
2,0,135,3,23.0,7.0
2,0,136,0,133.0,7.0
2,0,137,1,110.0,6.0
2,0,138,2,2.0,7.0
2,0,139,3,19.0,6.0
2,0,140,0,27.0,6.0
2,0,141,1,46.0,5.0
2,0,142,2,14.0,7.0
2,0,143,3,37.0,6.0
2,0,144,0,55.0,5.0
2,0,145,1,2.0,5.0
2,0,146,2,16.0,6.0
2,0,147,3,4.0,8.0
2,0,148,0,24.0,6.0
2,0,149,1,20.0,5.0
2,0,150,2,28.0,7.0
2,0,151,3,70.0,5.0
2,0,152,0,20.0,5.0
2,0,153,1,22.0,5.0
2,0,154,2,38.0,7.0
2,0,155,3,27.0,8.0
2,0,156,0,25.0,6.0
2,0,157,1,30.0,8.0
2,0,158,2,146.0,6.0
2,0,159,3,26.0,5.0
2,0,160,0,147.0,4.0
2,0,161,1,4.0,6.0
2,0,162,2,92.0,6.0
2,0,163,3,27.0,5.0
2,0,164,0,56.0,3.0
2,0,165,1,88.0,8.0
2,0,166,2,18.0,7.0
2,0,167,3,67.0,6.0
2,0,168,0,54.0,5.0
2,0,169,1,64.0,5.0
2,0,170,2,16.0,6.0
2,0,171,3,10.0,7.0
2,0,172,0,75.0,7.0
2,0,173,1,6.0,7.0
2,0,174,2,56.0,6.0
2,0,175,3,51.0,6.0
2,0,176,0,40.0,5.0
2,0,177,1,54.0,5.0
2,0,178,2,16.0,7.0
2,0,179,3,5.0,7.0
2,0,180,0,4.0,4.0
2,0,181,1,20.0,7.0
2,0,182,2,80.0,6.0
2,0,183,3,99.0,5.0
2,0,184,0,70.0,5.0
2,0,185,1,84.0,8.0
2,0,186,2,12.0,6.0
2,0,187,3,40.0,7.0
2,0,188,0,0.0,3.0
2,0,189,1,36.0,6.0
2,0,190,2,58.0,7.0
2,0,191,3,17.0,5.0
2,0,192,0,35.0,7.0
2,0,193,1,34.0,8.0
2,0,194,2,50.0,6.0
2,0,195,3,43.0,6.0
2,0,196,0,2.0,3.0
2,0,197,1,110.0,6.0
2,0,198,2,70.0,6.0
2,0,199,3,65.0,5.0
3,0,0,0,17.0,5.0
3,0,1,1,10.0,6.0
3,0,2,2,2.0,5.0
3,0,3,3,16.0,5.0
3,0,4,0,10.0,5.0
3,0,5,1,6.0,6.0
3,0,6,2,36.0,6.0
3,0,7,3,6.0,5.0
3,0,8,0,19.0,4.0
3,0,9,1,48.0,5.0
3,0,10,2,82.0,5.0
3,0,11,3,9.0,5.0
3,0,12,0,40.0,6.0
3,0,13,1,10.0,5.0
3,0,14,2,78.0,7.0
3,0,15,3,15.0,5.0
3,0,16,0,6.0,3.0
3,0,17,1,30.0,5.0
3,0,18,2,22.0,5.0
3,0,19,3,8.0,6.0
3,0,20,0,32.0,5.0
3,0,21,1,24.0,7.0
3,0,22,2,22.0,5.0
3,0,23,3,38.0,7.0
3,0,24,0,7.0,6.0
3,0,25,1,30.0,8.0
3,0,26,2,10.0,5.0
3,0,27,3,13.0,6.0
3,0,28,0,123.0,6.0
3,0,29,1,56.0,7.0
3,0,30,2,22.0,5.0
3,0,31,3,23.0,8.0
3,0,32,0,4.0,5.0
3,0,33,1,28.0,6.0
3,0,34,2,44.0,7.0
3,0,35,3,19.0,5.0
3,0,36,0,45.0,4.0
3,0,37,1,22.0,8.0
3,0,38,2,8.0,6.0
3,0,39,3,8.0,6.0
3,0,40,0,8.0,5.0
3,0,41,1,12.0,9.0
3,0,42,2,26.0,6.0
3,0,43,3,20.0,5.0
3,0,44,0,8.0,6.0
3,0,45,1,10.0,7.0
3,0,46,2,64.0,6.0
3,0,47,3,26.0,8.0
3,0,48,0,85.0,4.0
3,0,49,1,102.0,7.0
3,0,50,2,60.0,7.0
3,0,51,3,12.0,6.0
3,0,52,0,28.0,5.0
3,0,53,1,6.0,9.0
3,0,54,2,94.0,7.0
3,0,55,3,2.0,6.0
3,0,56,0,73.0,6.0
3,0,57,1,62.0,7.0
3,0,58,2,2.0,7.0
3,0,59,3,11.0,5.0
3,0,60,0,53.0,6.0
3,0,61,1,16.0,7.0
3,0,62,2,14.0,6.0
3,0,63,3,18.0,8.0
3,0,64,0,37.0,5.0
3,0,65,1,34.0,8.0
3,0,66,2,34.0,5.0
3,0,67,3,73.0,5.0
3,0,68,0,10.0,6.0
3,0,69,1,84.0,8.0
3,0,70,2,58.0,6.0
3,0,71,3,26.0,5.0
3,0,72,0,23.0,6.0
3,0,73,1,16.0,7.0
3,0,74,2,34.0,7.0
3,0,75,3,13.0,6.0
3,0,76,0,79.0,5.0
3,0,77,1,48.0,5.0
3,0,78,2,46.0,7.0
3,0,79,3,5.0,5.0
3,0,80,0,107.0,4.0
3,0,81,1,30.0,5.0
3,0,82,2,18.0,6.0
3,0,83,3,32.0,7.0
3,0,84,0,4.0,5.0
3,0,85,1,36.0,6.0
3,0,86,2,26.0,7.0
3,0,87,3,89.0,6.0
3,0,88,0,8.0,4.0
3,0,89,1,54.0,5.0
3,0,90,2,54.0,6.0
3,0,91,3,65.0,6.0
3,0,92,0,6.0,5.0
3,0,93,1,48.0,7.0
3,0,94,2,84.0,5.0
3,0,95,3,38.0,5.0
3,0,96,0,37.0,5.0
3,0,97,1,14.0,8.0
3,0,98,2,22.0,7.0
3,0,99,3,41.0,7.0
3,0,100,0,13.0,5.0
3,0,101,1,16.0,6.0
3,0,102,2,68.0,7.0
3,0,103,3,43.0,6.0
3,0,104,0,30.0,4.0
3,0,105,1,30.0,8.0
3,0,106,2,18.0,7.0
3,0,107,3,39.0,7.0
3,0,108,0,112.0,6.0
3,0,109,1,8.0,9.0
3,0,110,2,72.0,6.0
3,0,111,3,42.0,6.0
3,0,112,0,4.0,3.0
3,0,113,1,28.0,8.0
3,0,114,2,20.0,6.0
3,0,115,3,40.0,6.0
3,0,116,0,8.0,4.0
3,0,117,1,40.0,6.0
3,0,118,2,20.0,6.0
3,0,119,3,19.0,6.0
3,0,120,0,22.0,6.0
3,0,121,1,48.0,7.0
3,0,122,2,36.0,6.0
3,0,123,3,43.0,6.0
3,0,124,0,53.0,4.0
3,0,125,1,92.0,8.0
3,0,126,2,10.0,6.0
3,0,127,3,62.0,5.0
3,0,128,0,77.0,5.0
3,0,129,1,36.0,6.0
3,0,130,2,60.0,5.0
3,0,131,3,24.0,6.0
3,0,132,0,127.0,3.0
3,0,133,1,116.0,6.0
3,0,134,2,24.0,7.0
3,0,135,3,14.0,7.0
3,0,136,0,46.0,7.0
3,0,137,1,14.0,6.0
3,0,138,2,16.0,7.0
3,0,139,3,5.0,6.0
3,0,140,0,18.0,6.0
3,0,141,1,20.0,5.0
3,0,142,2,10.0,7.0
3,0,143,3,37.0,6.0
3,0,144,0,9.0,5.0
3,0,145,1,42.0,5.0
3,0,146,2,162.0,6.0
3,0,147,3,17.0,8.0
3,0,148,0,59.0,6.0
3,0,149,1,16.0,5.0
3,0,150,2,32.0,7.0
3,0,151,3,76.0,5.0
3,0,152,0,72.0,5.0
3,0,153,1,2.0,5.0
3,0,154,2,24.0,7.0
3,0,155,3,37.0,8.0
3,0,156,0,2.0,6.0
3,0,157,1,98.0,8.0
3,0,158,2,10.0,6.0
3,0,159,3,16.0,5.0
3,0,160,0,41.0,4.0
3,0,161,1,50.0,6.0
3,0,162,2,20.0,6.0
3,0,163,3,40.0,5.0
3,0,164,0,20.0,3.0
3,0,165,1,36.0,8.0
3,0,166,2,8.0,7.0
3,0,167,3,48.0,6.0
3,0,168,0,-2.0,5.0
3,0,169,1,26.0,5.0
3,0,170,2,34.0,6.0
3,0,171,3,49.0,7.0
3,0,172,0,29.0,7.0
3,0,173,1,12.0,7.0
3,0,174,2,78.0,6.0
3,0,175,3,59.0,6.0
3,0,176,0,126.0,5.0
3,0,177,1,84.0,5.0
3,0,178,2,14.0,7.0
3,0,179,3,8.0,7.0
3,0,180,0,38.0,4.0
3,0,181,1,44.0,7.0
3,0,182,2,82.0,6.0
3,0,183,3,22.0,5.0
3,0,184,0,209.0,5.0
3,0,185,1,34.0,8.0
3,0,186,2,24.0,6.0
3,0,187,3,27.0,7.0
3,0,188,0,89.0,3.0
3,0,189,1,8.0,6.0
3,0,190,2,34.0,7.0
3,0,191,3,36.0,5.0
3,0,192,0,2.0,7.0
3,0,193,1,32.0,8.0
3,0,194,2,26.0,6.0
3,0,195,3,17.0,6.0
3,0,196,0,4.0,3.0
3,0,197,1,12.0,6.0
3,0,198,2,68.0,6.0
3,0,199,3,59.0,5.0
4,0,0,0,35.0,5.0
4,0,1,1,6.0,6.0
4,0,2,2,26.0,5.0
4,0,3,3,29.0,5.0
4,0,4,0,2.0,5.0
4,0,5,1,40.0,6.0
4,0,6,2,20.0,6.0
4,0,7,3,171.0,5.0
4,0,8,0,21.0,4.0
4,0,9,1,40.0,5.0
4,0,10,2,32.0,5.0
4,0,11,3,41.0,5.0
4,0,12,0,23.0,6.0
4,0,13,1,14.0,5.0
4,0,14,2,54.0,7.0
4,0,15,3,81.0,5.0
4,0,16,0,103.0,3.0
4,0,17,1,16.0,5.0
4,0,18,2,32.0,5.0
4,0,19,3,95.0,6.0
4,0,20,0,0.0,5.0
4,0,21,1,54.0,7.0
4,0,22,2,50.0,5.0
4,0,23,3,12.0,7.0
4,0,24,0,52.0,6.0
4,0,25,1,18.0,8.0
4,0,26,2,148.0,5.0
4,0,27,3,6.0,6.0
4,0,28,0,4.0,6.0
4,0,29,1,48.0,7.0
4,0,30,2,26.0,5.0
4,0,31,3,23.0,8.0
4,0,32,0,31.0,5.0
4,0,33,1,38.0,6.0
4,0,34,2,112.0,7.0
4,0,35,3,105.0,5.0
4,0,36,0,30.0,4.0
4,0,37,1,46.0,8.0
4,0,38,2,92.0,6.0
4,0,39,3,24.0,6.0
4,0,40,0,40.0,5.0
4,0,41,1,68.0,9.0
4,0,42,2,20.0,6.0
4,0,43,3,18.0,5.0
4,0,44,0,29.0,6.0
4,0,45,1,14.0,7.0
4,0,46,2,34.0,6.0
4,0,47,3,4.0,8.0
4,0,48,0,12.0,4.0
4,0,49,1,44.0,7.0
4,0,50,2,44.0,7.0
4,0,51,3,6.0,6.0
4,0,52,0,14.0,5.0
4,0,53,1,72.0,9.0
4,0,54,2,14.0,7.0
4,0,55,3,37.0,6.0
4,0,56,0,4.0,6.0
4,0,57,1,46.0,7.0
4,0,58,2,80.0,7.0
4,0,59,3,27.0,5.0
4,0,60,0,35.0,6.0
4,0,61,1,106.0,7.0
4,0,62,2,10.0,6.0
4,0,63,3,42.0,8.0
4,0,64,0,72.0,5.0
4,0,65,1,66.0,8.0
4,0,66,2,58.0,5.0
4,0,67,3,53.0,5.0
4,0,68,0,15.0,6.0
4,0,69,1,14.0,8.0
4,0,70,2,34.0,6.0
