block,trial,reward,regret,sum_RT
0.0,0.0,-13.0,4.0,10.467248916625977
0.0,1.0,-14.0,8.0,-2977.6336121559143
0.0,2.0,-7.0,0.0,-2979.598806619644
0.0,3.0,-13.0,4.0,-2968.989781141281
0.0,4.0,-8.0,2.0,-2986.6238901615143
0.0,5.0,-13.0,6.0,-2974.2556416988373
0.0,6.0,-18.0,9.0,-2964.635993719101
0.0,7.0,-8.0,2.0,-2987.252722978592
0.0,8.0,-16.0,9.0,-2973.7699522972107
0.0,9.0,-23.0,14.0,-2956.7130291461945
0.0,10.0,-8.0,2.0,-2986.678534269333
