subject,block,trial,task,regret,mb_dist
0,4,70,2,28.0,6.0
0,4,71,3,12.0,3.0
0,4,72,0,6.0,2.0
0,4,73,1,2.0,1.0
0,4,74,2,6.0,6.0
0,4,75,3,8.0,3.0
0,4,76,0,4.0,2.0
0,4,77,1,2.0,1.0
0,4,78,2,14.0,6.0
0,4,79,3,6.0,3.0
0,4,80,0,6.0,2.0
0,4,81,1,4.0,1.0
0,4,82,2,6.0,6.0
0,4,83,3,6.0,3.0
0,4,84,0,4.0,2.0
0,4,85,1,26.0,1.0
0,4,86,2,4.0,6.0
0,4,87,3,6.0,3.0
0,4,88,0,2.0,2.0
0,4,89,1,2.0,1.0
0,4,90,2,44.0,6.0
0,4,91,3,6.0,3.0
0,4,92,0,4.0,2.0
0,4,93,1,4.0,1.0
0,4,94,2,8.0,6.0
0,4,95,3,12.0,3.0
0,4,96,0,2.0,2.0
0,4,97,1,2.0,1.0
0,4,98,2,2.0,6.0
0,4,99,3,6.0,3.0
1,0,0,0,22.0,5.0
1,0,1,1,18.0,2.0
1,0,2,2,78.0,3.0
1,0,3,3,16.0,6.0
1,0,4,0,14.0,5.0
1,0,5,1,24.0,2.0
1,0,6,2,8.0,3.0
1,0,7,3,32.0,6.0
1,0,8,0,30.0,5.0
1,0,9,1,12.0,2.0
1,0,10,2,20.0,3.0
1,0,11,3,48.0,6.0
1,0,12,0,12.0,5.0
1,0,13,1,2.0,2.0
1,0,14,2,38.0,3.0
1,0,15,3,38.0,6.0
1,0,16,0,6.0,5.0
1,0,17,1,2.0,2.0
1,0,18,2,24.0,3.0
1,0,19,3,18.0,6.0
1,0,20,0,8.0,5.0
1,0,21,1,2.0,2.0
1,0,22,2,12.0,3.0
1,0,23,3,32.0,6.0
1,0,24,0,4.0,5.0
1,0,25,1,22.0,2.0
1,0,26,2,54.0,3.0
1,0,27,3,14.0,6.0
1,0,28,0,14.0,5.0
1,0,29,1,4.0,2.0
1,0,30,2,20.0,3.0
1,0,31,3,2.0,6.0
1,0,32,0,2.0,5.0
1,0,33,1,6.0,2.0
1,0,34,2,26.0,3.0
1,0,35,3,16.0,6.0
1,0,36,0,6.0,5.0
1,0,37,1,8.0,2.0
1,0,38,2,8.0,3.0
1,0,39,3,14.0,6.0
1,0,40,0,6.0,5.0
1,0,41,1,6.0,2.0
1,0,42,2,4.0,3.0
1,0,43,3,8.0,6.0
1,0,44,0,2.0,5.0
1,0,45,1,6.0,2.0
1,0,46,2,4.0,3.0
1,0,47,3,12.0,6.0
1,0,48,0,4.0,5.0
1,0,49,1,6.0,2.0
1,0,50,2,12.0,3.0
1,0,51,3,36.0,6.0
1,0,52,0,2.0,5.0
1,0,53,1,6.0,2.0
1,0,54,2,22.0,3.0
1,0,55,3,6.0,6.0
1,0,56,0,4.0,5.0
1,0,57,1,10.0,2.0
1,0,58,2,38.0,3.0
1,0,59,3,16.0,6.0
1,0,60,0,2.0,5.0
1,0,61,1,38.0,2.0
1,0,62,2,12.0,3.0
1,0,63,3,6.0,6.0
1,0,64,0,2.0,5.0
1,0,65,1,14.0,2.0
1,0,66,2,14.0,3.0
1,0,67,3,10.0,6.0
1,0,68,0,2.0,5.0
1,0,69,1,6.0,2.0
1,0,70,2,8.0,3.0
1,0,71,3,16.0,6.0
1,0,72,0,2.0,5.0
1,0,73,1,12.0,2.0
1,0,74,2,42.0,3.0
1,0,75,3,8.0,6.0
1,0,76,0,6.0,5.0
1,0,77,1,6.0,2.0
1,0,78,2,82.0,3.0
1,0,79,3,8.0,6.0
1,0,80,0,2.0,5.0
1,0,81,1,8.0,2.0
1,0,82,2,46.0,3.0
1,0,83,3,4.0,6.0
1,0,84,0,4.0,5.0
1,0,85,1,6.0,2.0
1,0,86,2,80.0,3.0
1,0,87,3,6.0,6.0
1,0,88,0,6.0,5.0
1,0,89,1,22.0,2.0
1,0,90,2,2.0,3.0
1,0,91,3,36.0,6.0
1,0,92,0,12.0,5.0
1,0,93,1,6.0,2.0
1,0,94,2,4.0,3.0
1,0,95,3,32.0,6.0
1,0,96,0,2.0,5.0
1,0,97,1,6.0,2.0
1,0,98,2,18.0,3.0
1,0,99,3,4.0,6.0
1,1,0,0,22.0,5.0
1,1,1,1,8.0,3.0
1,1,2,2,270.0,3.0
1,1,3,3,26.0,2.0
1,1,4,0,20.0,5.0
1,1,5,1,20.0,3.0
1,1,6,2,16.0,3.0
1,1,7,3,24.0,2.0
1,1,8,0,56.0,5.0
1,1,9,1,4.0,3.0
1,1,10,2,902.0,3.0
1,1,11,3,4.0,2.0
1,1,12,0,14.0,5.0
1,1,13,1,6.0,3.0
1,1,14,2,88.0,3.0
1,1,15,3,24.0,2.0
1,1,16,0,14.0,5.0
1,1,17,1,14.0,3.0
1,1,18,2,6.0,3.0
1,1,19,3,30.0,2.0
1,1,20,0,12.0,5.0
1,1,21,1,14.0,3.0
1,1,22,2,4.0,3.0
1,1,23,3,4.0,2.0
1,1,24,0,4.0,5.0
1,1,25,1,24.0,3.0
1,1,26,2,150.0,3.0
1,1,27,3,12.0,2.0
1,1,28,0,20.0,5.0
1,1,29,1,14.0,3.0
1,1,30,2,184.0,3.0
1,1,31,3,10.0,2.0
1,1,32,0,18.0,5.0
1,1,33,1,36.0,3.0
1,1,34,2,18.0,3.0
1,1,35,3,10.0,2.0
1,1,36,0,16.0,5.0
1,1,37,1,36.0,3.0
1,1,38,2,2.0,3.0
1,1,39,3,4.0,2.0
1,1,40,0,14.0,5.0
1,1,41,1,6.0,3.0
1,1,42,2,36.0,3.0
1,1,43,3,4.0,2.0
1,1,44,0,30.0,5.0
1,1,45,1,48.0,3.0
1,1,46,2,48.0,3.0
1,1,47,3,22.0,2.0
1,1,48,0,40.0,5.0
1,1,49,1,12.0,3.0
1,1,50,2,50.0,3.0
1,1,51,3,4.0,2.0
1,1,52,0,22.0,5.0
1,1,53,1,40.0,3.0
1,1,54,2,28.0,3.0
1,1,55,3,6.0,2.0
1,1,56,0,6.0,5.0
1,1,57,1,6.0,3.0
1,1,58,2,10.0,3.0
1,1,59,3,4.0,2.0
1,1,60,0,36.0,5.0
1,1,61,1,6.0,3.0
1,1,62,2,20.0,3.0
1,1,63,3,4.0,2.0
1,1,64,0,20.0,5.0
1,1,65,1,14.0,3.0
1,1,66,2,4.0,3.0
1,1,67,3,4.0,2.0
1,1,68,0,4.0,5.0
1,1,69,1,28.0,3.0
1,1,70,2,6.0,3.0
1,1,71,3,4.0,2.0
1,1,72,0,12.0,5.0
1,1,73,1,4.0,3.0
1,1,74,2,4.0,3.0
1,1,75,3,4.0,2.0
1,1,76,0,16.0,5.0
1,1,77,1,4.0,3.0
1,1,78,2,4.0,3.0
1,1,79,3,4.0,2.0
1,1,80,0,8.0,5.0
1,1,81,1,34.0,3.0
1,1,82,2,8.0,3.0
1,1,83,3,4.0,2.0
1,1,84,0,4.0,5.0
1,1,85,1,22.0,3.0
1,1,86,2,8.0,3.0
1,1,87,3,4.0,2.0
1,1,88,0,28.0,5.0
1,1,89,1,8.0,3.0
1,1,90,2,4.0,3.0
1,1,91,3,4.0,2.0
1,1,92,0,26.0,5.0
1,1,93,1,10.0,3.0
1,1,94,2,4.0,3.0
1,1,95,3,4.0,2.0
1,1,96,0,18.0,5.0
1,1,97,1,42.0,3.0
1,1,98,2,4.0,3.0
1,1,99,3,4.0,2.0
1,2,0,0,2.0,2.0
1,2,1,1,34.0,0.0
1,2,2,2,10.0,4.0
1,2,3,3,12.0,5.0
1,2,4,0,4.0,2.0
1,2,5,1,4.0,0.0
1,2,6,2,56.0,4.0
1,2,7,3,20.0,5.0
1,2,8,0,2.0,2.0
1,2,9,1,2.0,0.0
1,2,10,2,32.0,4.0
1,2,11,3,6.0,5.0
1,2,12,0,6.0,2.0
1,2,13,1,2.0,0.0
1,2,14,2,42.0,4.0
1,2,15,3,4.0,5.0
1,2,16,0,12.0,2.0
1,2,17,1,32.0,0.0
1,2,18,2,6.0,4.0
1,2,19,3,40.0,5.0
1,2,20,0,2.0,2.0
1,2,21,1,2.0,0.0
1,2,22,2,64.0,4.0
1,2,23,3,30.0,5.0
1,2,24,0,14.0,2.0
1,2,25,1,2.0,0.0
1,2,26,2,16.0,4.0
1,2,27,3,18.0,5.0
1,2,28,0,10.0,2.0
1,2,29,1,2.0,0.0
1,2,30,2,24.0,4.0
1,2,31,3,4.0,5.0
1,2,32,0,16.0,2.0
1,2,33,1,2.0,0.0
1,2,34,2,18.0,4.0
1,2,35,3,8.0,5.0
1,2,36,0,20.0,2.0
1,2,37,1,2.0,0.0
1,2,38,2,24.0,4.0
1,2,39,3,6.0,5.0
1,2,40,0,2.0,2.0
1,2,41,1,2.0,0.0
1,2,42,2,16.0,4.0
1,2,43,3,10.0,5.0
1,2,44,0,2.0,2.0
1,2,45,1,2.0,0.0
1,2,46,2,2.0,4.0
1,2,47,3,40.0,5.0
1,2,48,0,6.0,2.0
1,2,49,1,2.0,0.0
1,2,50,2,6.0,4.0
1,2,51,3,16.0,5.0
1,2,52,0,2.0,2.0
1,2,53,1,2.0,0.0
1,2,54,2,2.0,4.0
1,2,55,3,16.0,5.0
1,2,56,0,8.0,2.0
1,2,57,1,2.0,0.0
1,2,58,2,36.0,4.0
1,2,59,3,2.0,5.0
1,2,60,0,6.0,2.0
1,2,61,1,2.0,0.0
1,2,62,2,6.0,4.0
1,2,63,3,2.0,5.0
1,2,64,0,2.0,2.0
1,2,65,1,18.0,0.0
1,2,66,2,2.0,4.0
1,2,67,3,8.0,5.0
1,2,68,0,6.0,2.0
1,2,69,1,2.0,0.0
1,2,70,2,2.0,4.0
1,2,71,3,2.0,5.0
1,2,72,0,2.0,2.0
1,2,73,1,2.0,0.0
1,2,74,2,6.0,4.0
1,2,75,3,30.0,5.0
1,2,76,0,2.0,2.0
1,2,77,1,142.0,0.0
1,2,78,2,6.0,4.0
1,2,79,3,6.0,5.0
1,2,80,0,6.0,2.0
1,2,81,1,2.0,0.0
1,2,82,2,2.0,4.0
1,2,83,3,2.0,5.0
1,2,84,0,2.0,2.0
1,2,85,1,2.0,0.0
1,2,86,2,26.0,4.0
1,2,87,3,2.0,5.0
1,2,88,0,2.0,2.0
1,2,89,1,2.0,0.0
1,2,90,2,8.0,4.0
1,2,91,3,2.0,5.0
1,2,92,0,2.0,2.0
1,2,93,1,52.0,0.0
1,2,94,2,18.0,4.0
1,2,95,3,2.0,5.0
1,2,96,0,2.0,2.0
1,2,97,1,58.0,0.0
1,2,98,2,10.0,4.0
1,2,99,3,2.0,5.0
1,3,0,0,44.0,4.0
1,3,1,1,2.0,0.0
1,3,2,2,2.0,4.0
1,3,3,3,78.0,3.0
1,3,4,0,82.0,4.0
1,3,5,1,2.0,0.0
1,3,6,2,4.0,4.0
1,3,7,3,6.0,3.0
1,3,8,0,26.0,4.0
1,3,9,1,2.0,0.0
1,3,10,2,12.0,4.0
1,3,11,3,2.0,3.0
1,3,12,0,8.0,4.0
1,3,13,1,2.0,0.0
1,3,14,2,4.0,4.0
1,3,15,3,34.0,3.0
1,3,16,0,24.0,4.0
1,3,17,1,2.0,0.0
1,3,18,2,12.0,4.0
1,3,19,3,12.0,3.0
1,3,20,0,28.0,4.0
1,3,21,1,2.0,0.0
1,3,22,2,24.0,4.0
1,3,23,3,18.0,3.0
1,3,24,0,6.0,4.0
1,3,25,1,42.0,0.0
1,3,26,2,2.0,4.0
1,3,27,3,10.0,3.0
1,3,28,0,4.0,4.0
1,3,29,1,2.0,0.0
1,3,30,2,20.0,4.0
1,3,31,3,16.0,3.0
1,3,32,0,14.0,4.0
1,3,33,1,2.0,0.0
1,3,34,2,4.0,4.0
1,3,35,3,10.0,3.0
1,3,36,0,2.0,4.0
1,3,37,1,6.0,0.0
1,3,38,2,36.0,4.0
1,3,39,3,6.0,3.0
1,3,40,0,10.0,4.0
1,3,41,1,2.0,0.0
1,3,42,2,26.0,4.0
1,3,43,3,24.0,3.0
1,3,44,0,18.0,4.0
1,3,45,1,2.0,0.0
1,3,46,2,4.0,4.0
1,3,47,3,46.0,3.0
1,3,48,0,4.0,4.0
1,3,49,1,2.0,0.0
1,3,50,2,2.0,4.0
1,3,51,3,4.0,3.0
1,3,52,0,18.0,4.0
1,3,53,1,2.0,0.0
1,3,54,2,2.0,4.0
1,3,55,3,2.0,3.0
1,3,56,0,16.0,4.0
1,3,57,1,2.0,0.0
1,3,58,2,2.0,4.0
1,3,59,3,4.0,3.0
1,3,60,0,32.0,4.0
1,3,61,1,2.0,0.0
1,3,62,2,2.0,4.0
1,3,63,3,22.0,3.0
1,3,64,0,4.0,4.0
1,3,65,1,2.0,0.0
1,3,66,2,6.0,4.0
1,3,67,3,4.0,3.0
1,3,68,0,6.0,4.0
1,3,69,1,2.0,0.0
1,3,70,2,2.0,4.0
1,3,71,3,50.0,3.0
1,3,72,0,20.0,4.0
1,3,73,1,2.0,0.0
1,3,74,2,2.0,4.0
1,3,75,3,14.0,3.0
1,3,76,0,36.0,4.0
1,3,77,1,2.0,0.0
1,3,78,2,6.0,4.0
1,3,79,3,30.0,3.0
1,3,80,0,20.0,4.0
1,3,81,1,2.0,0.0
1,3,82,2,6.0,4.0
1,3,83,3,16.0,3.0
1,3,84,0,32.0,4.0
1,3,85,1,2.0,0.0
1,3,86,2,8.0,4.0
1,3,87,3,16.0,3.0
1,3,88,0,34.0,4.0
1,3,89,1,2.0,0.0
1,3,90,2,2.0,4.0
1,3,91,3,12.0,3.0
1,3,92,0,8.0,4.0
1,3,93,1,2.0,0.0
1,3,94,2,6.0,4.0
1,3,95,3,2.0,3.0
1,3,96,0,28.0,4.0
1,3,97,1,2.0,0.0
1,3,98,2,2.0,4.0
1,3,99,3,48.0,3.0
1,4,0,0,2.0,1.0
1,4,1,1,2.0,3.0
1,4,2,2,32.0,4.0
1,4,3,3,40.0,2.0
1,4,4,0,2.0,1.0
1,4,5,1,44.0,3.0
1,4,6,2,2.0,4.0
1,4,7,3,146.0,2.0
1,4,8,0,2.0,1.0
1,4,9,1,6.0,3.0
1,4,10,2,36.0,4.0
1,4,11,3,36.0,2.0
1,4,12,0,2.0,1.0
1,4,13,1,14.0,3.0
1,4,14,2,8.0,4.0
1,4,15,3,94.0,2.0
1,4,16,0,2.0,1.0
1,4,17,1,6.0,3.0
1,4,18,2,8.0,4.0
1,4,19,3,112.0,2.0
1,4,20,0,2.0,1.0
1,4,21,1,4.0,3.0
1,4,22,2,12.0,4.0
1,4,23,3,56.0,2.0
1,4,24,0,2.0,1.0
1,4,25,1,8.0,3.0
1,4,26,2,2.0,4.0
1,4,27,3,102.0,2.0
1,4,28,0,2.0,1.0
1,4,29,1,4.0,3.0
1,4,30,2,6.0,4.0
1,4,31,3,52.0,2.0
1,4,32,0,2.0,1.0
1,4,33,1,14.0,3.0
1,4,34,2,6.0,4.0
1,4,35,3,26.0,2.0
1,4,36,0,2.0,1.0
1,4,37,1,4.0,3.0
1,4,38,2,12.0,4.0
1,4,39,3,60.0,2.0
1,4,40,0,2.0,1.0
1,4,41,1,10.0,3.0
1,4,42,2,16.0,4.0
1,4,43,3,10.0,2.0
1,4,44,0,2.0,1.0
1,4,45,1,6.0,3.0
1,4,46,2,4.0,4.0
1,4,47,3,40.0,2.0
1,4,48,0,2.0,1.0
1,4,49,1,4.0,3.0
1,4,50,2,18.0,4.0
1,4,51,3,28.0,2.0
1,4,52,0,2.0,1.0
1,4,53,1,16.0,3.0
1,4,54,2,6.0,4.0
1,4,55,3,48.0,2.0
1,4,56,0,2.0,1.0
1,4,57,1,2.0,3.0
1,4,58,2,4.0,4.0
1,4,59,3,140.0,2.0
1,4,60,0,2.0,1.0
1,4,61,1,8.0,3.0
1,4,62,2,8.0,4.0
1,4,63,3,6.0,2.0
1,4,64,0,2.0,1.0
1,4,65,1,2.0,3.0
1,4,66,2,6.0,4.0
1,4,67,3,16.0,2.0
1,4,68,0,2.0,1.0
1,4,69,1,2.0,3.0
1,4,70,2,20.0,4.0
1,4,71,3,30.0,2.0
1,4,72,0,2.0,1.0
1,4,73,1,2.0,3.0
1,4,74,2,6.0,4.0
1,4,75,3,34.0,2.0
1,4,76,0,2.0,1.0
1,4,77,1,10.0,3.0
1,4,78,2,14.0,4.0
1,4,79,3,22.0,2.0
1,4,80,0,2.0,1.0
1,4,81,1,16.0,3.0
1,4,82,2,6.0,4.0
1,4,83,3,24.0,2.0
1,4,84,0,2.0,1.0
1,4,85,1,2.0,3.0
1,4,86,2,4.0,4.0
1,4,87,3,14.0,2.0
1,4,88,0,2.0,1.0
1,4,89,1,10.0,3.0
1,4,90,2,4.0,4.0
1,4,91,3,164.0,2.0
1,4,92,0,2.0,1.0
1,4,93,1,2.0,3.0
1,4,94,2,40.0,4.0
1,4,95,3,116.0,2.0
1,4,96,0,2.0,1.0
1,4,97,1,10.0,3.0
1,4,98,2,14.0,4.0
1,4,99,3,6.0,2.0
2,0,0,0,14.0,5.0
2,0,1,1,4.0,3.0
2,0,2,2,2.0,0.0
2,0,3,3,22.0,5.0
2,0,4,0,58.0,5.0
2,0,5,1,50.0,3.0
2,0,6,2,2.0,0.0
2,0,7,3,26.0,5.0
2,0,8,0,6.0,5.0
2,0,9,1,106.0,3.0
2,0,10,2,2.0,0.0
2,0,11,3,70.0,5.0
2,0,12,0,4.0,5.0
2,0,13,1,16.0,3.0
2,0,14,2,18.0,0.0
2,0,15,3,12.0,5.0
2,0,16,0,34.0,5.0
2,0,17,1,4.0,3.0
2,0,18,2,2.0,0.0
2,0,19,3,34.0,5.0
2,0,20,0,2.0,5.0
2,0,21,1,26.0,3.0
2,0,22,2,76.0,0.0
2,0,23,3,16.0,5.0
2,0,24,0,6.0,5.0
2,0,25,1,28.0,3.0
2,0,26,2,76.0,0.0
2,0,27,3,8.0,5.0
2,0,28,0,10.0,5.0
2,0,29,1,38.0,3.0
2,0,30,2,10.0,0.0
2,0,31,3,10.0,5.0
2,0,32,0,6.0,5.0
2,0,33,1,42.0,3.0
2,0,34,2,48.0,0.0
2,0,35,3,64.0,5.0
2,0,36,0,12.0,5.0
2,0,37,1,30.0,3.0
2,0,38,2,6.0,0.0
2,0,39,3,6.0,5.0
2,0,40,0,4.0,5.0
2,0,41,1,42.0,3.0
2,0,42,2,78.0,0.0
2,0,43,3,2.0,5.0
2,0,44,0,2.0,5.0
2,0,45,1,10.0,3.0
2,0,46,2,52.0,0.0
2,0,47,3,44.0,5.0
2,0,48,0,2.0,5.0
2,0,49,1,22.0,3.0
2,0,50,2,100.0,0.0
2,0,51,3,2.0,5.0
2,0,52,0,8.0,5.0
2,0,53,1,10.0,3.0
2,0,54,2,4.0,0.0
2,0,55,3,4.0,5.0
2,0,56,0,2.0,5.0
2,0,57,1,22.0,3.0
2,0,58,2,2.0,0.0
2,0,59,3,18.0,5.0
2,0,60,0,2.0,5.0
2,0,61,1,16.0,3.0
2,0,62,2,10.0,0.0
2,0,63,3,10.0,5.0
2,0,64,0,2.0,5.0
2,0,65,1,8.0,3.0
2,0,66,2,32.0,0.0
2,0,67,3,10.0,5.0
2,0,68,0,2.0,5.0
2,0,69,1,10.0,3.0
2,0,70,2,22.0,0.0
2,0,71,3,14.0,5.0
2,0,72,0,2.0,5.0
2,0,73,1,8.0,3.0
2,0,74,2,252.0,0.0
2,0,75,3,10.0,5.0
2,0,76,0,2.0,5.0
2,0,77,1,30.0,3.0
2,0,78,2,4.0,0.0
2,0,79,3,6.0,5.0
2,0,80,0,2.0,5.0
2,0,81,1,10.0,3.0
2,0,82,2,4.0,0.0
2,0,83,3,4.0,5.0
2,0,84,0,2.0,5.0
2,0,85,1,8.0,3.0
2,0,86,2,4.0,0.0
2,0,87,3,32.0,5.0
2,0,88,0,2.0,5.0
2,0,89,1,8.0,3.0
2,0,90,2,4.0,0.0
2,0,91,3,4.0,5.0
2,0,92,0,2.0,5.0
2,0,93,1,12.0,3.0
2,0,94,2,4.0,0.0
2,0,95,3,44.0,5.0
2,0,96,0,20.0,5.0
2,0,97,1,26.0,3.0
2,0,98,2,4.0,0.0
2,0,99,3,14.0,5.0
2,1,0,0,6.0,5.0
2,1,1,1,2.0,3.0
2,1,2,2,4.0,0.0
2,1,3,3,2.0,4.0
2,1,4,0,14.0,5.0
2,1,5,1,2.0,3.0
2,1,6,2,2.0,0.0
2,1,7,3,10.0,4.0
2,1,8,0,68.0,5.0
2,1,9,1,4.0,3.0
2,1,10,2,2.0,0.0
2,1,11,3,4.0,4.0
2,1,12,0,26.0,5.0
2,1,13,1,22.0,3.0
2,1,14,2,6.0,0.0
2,1,15,3,20.0,4.0
2,1,16,0,14.0,5.0
2,1,17,1,8.0,3.0
2,1,18,2,4.0,0.0
2,1,19,3,6.0,4.0
2,1,20,0,18.0,5.0
2,1,21,1,44.0,3.0
2,1,22,2,2.0,0.0
2,1,23,3,2.0,4.0
2,1,24,0,16.0,5.0
2,1,25,1,8.0,3.0
2,1,26,2,2.0,0.0
2,1,27,3,16.0,4.0
2,1,28,0,8.0,5.0
2,1,29,1,20.0,3.0
2,1,30,2,2.0,0.0
2,1,31,3,8.0,4.0
2,1,32,0,4.0,5.0
2,1,33,1,12.0,3.0
2,1,34,2,2.0,0.0
2,1,35,3,4.0,4.0
2,1,36,0,4.0,5.0
2,1,37,1,60.0,3.0
2,1,38,2,2.0,0.0
2,1,39,3,4.0,4.0
2,1,40,0,10.0,5.0
2,1,41,1,2.0,3.0
2,1,42,2,2.0,0.0
2,1,43,3,10.0,4.0
2,1,44,0,6.0,5.0
2,1,45,1,28.0,3.0
2,1,46,2,2.0,0.0
2,1,47,3,6.0,4.0
2,1,48,0,10.0,5.0
2,1,49,1,16.0,3.0
2,1,50,2,2.0,0.0
2,1,51,3,2.0,4.0
2,1,52,0,4.0,5.0
2,1,53,1,10.0,3.0
2,1,54,2,2.0,0.0
2,1,55,3,4.0,4.0
2,1,56,0,16.0,5.0
2,1,57,1,8.0,3.0
2,1,58,2,2.0,0.0
2,1,59,3,6.0,4.0
2,1,60,0,2.0,5.0
2,1,61,1,4.0,3.0
2,1,62,2,2.0,0.0
2,1,63,3,10.0,4.0
2,1,64,0,10.0,5.0
2,1,65,1,18.0,3.0
2,1,66,2,2.0,0.0
2,1,67,3,12.0,4.0
2,1,68,0,10.0,5.0
2,1,69,1,6.0,3.0
2,1,70,2,2.0,0.0
2,1,71,3,2.0,4.0
2,1,72,0,6.0,5.0
2,1,73,1,4.0,3.0
2,1,74,2,2.0,0.0
2,1,75,3,10.0,4.0
2,1,76,0,10.0,5.0
2,1,77,1,2.0,3.0
2,1,78,2,2.0,0.0
2,1,79,3,32.0,4.0
2,1,80,0,2.0,5.0
2,1,81,1,4.0,3.0
2,1,82,2,4.0,0.0
2,1,83,3,22.0,4.0
2,1,84,0,2.0,5.0
2,1,85,1,4.0,3.0
2,1,86,2,2.0,0.0
2,1,87,3,24.0,4.0
2,1,88,0,16.0,5.0
2,1,89,1,4.0,3.0
2,1,90,2,2.0,0.0
2,1,91,3,2.0,4.0
2,1,92,0,2.0,5.0
2,1,93,1,2.0,3.0
2,1,94,2,2.0,0.0
2,1,95,3,6.0,4.0
2,1,96,0,10.0,5.0
2,1,97,1,16.0,3.0
2,1,98,2,2.0,0.0
2,1,99,3,8.0,4.0
2,2,0,0,14.0,5.0
2,2,1,1,76.0,6.0
2,2,2,2,72.0,3.0
2,2,3,3,44.0,2.0
2,2,4,0,12.0,5.0
2,2,5,1,32.0,6.0
2,2,6,2,10.0,3.0
2,2,7,3,4.0,2.0
2,2,8,0,8.0,5.0
2,2,9,1,72.0,6.0
2,2,10,2,28.0,3.0
2,2,11,3,16.0,2.0
2,2,12,0,4.0,5.0
2,2,13,1,112.0,6.0
2,2,14,2,12.0,3.0
2,2,15,3,4.0,2.0
2,2,16,0,6.0,5.0
2,2,17,1,26.0,6.0
2,2,18,2,10.0,3.0
2,2,19,3,8.0,2.0
2,2,20,0,12.0,5.0
2,2,21,1,110.0,6.0
2,2,22,2,4.0,3.0
2,2,23,3,4.0,2.0
2,2,24,0,16.0,5.0
2,2,25,1,12.0,6.0
2,2,26,2,4.0,3.0
2,2,27,3,4.0,2.0
2,2,28,0,22.0,5.0
2,2,29,1,58.0,6.0
2,2,30,2,16.0,3.0
2,2,31,3,4.0,2.0
2,2,32,0,14.0,5.0
2,2,33,1,18.0,6.0
2,2,34,2,10.0,3.0
2,2,35,3,14.0,2.0
2,2,36,0,8.0,5.0
2,2,37,1,8.0,6.0
2,2,38,2,4.0,3.0
2,2,39,3,4.0,2.0
2,2,40,0,12.0,5.0
2,2,41,1,6.0,6.0
2,2,42,2,12.0,3.0
2,2,43,3,4.0,2.0
2,2,44,0,12.0,5.0
2,2,45,1,16.0,6.0
2,2,46,2,34.0,3.0
2,2,47,3,10.0,2.0
2,2,48,0,4.0,5.0
2,2,49,1,42.0,6.0
2,2,50,2,8.0,3.0
2,2,51,3,4.0,2.0
2,2,52,0,6.0,5.0
2,2,53,1,10.0,6.0
2,2,54,2,4.0,3.0
2,2,55,3,4.0,2.0
2,2,56,0,6.0,5.0
2,2,57,1,12.0,6.0
2,2,58,2,6.0,3.0
2,2,59,3,4.0,2.0
2,2,60,0,8.0,5.0
2,2,61,1,12.0,6.0
2,2,62,2,2.0,3.0
2,2,63,3,4.0,2.0
2,2,64,0,38.0,5.0
2,2,65,1,14.0,6.0
2,2,66,2,2.0,3.0
2,2,67,3,10.0,2.0
2,2,68,0,4.0,5.0
2,2,69,1,28.0,6.0
2,2,70,2,2.0,3.0
2,2,71,3,4.0,2.0
2,2,72,0,6.0,5.0
2,2,73,1,10.0,6.0
2,2,74,2,2.0,3.0
2,2,75,3,4.0,2.0
2,2,76,0,12.0,5.0
2,2,77,1,26.0,6.0
2,2,78,2,2.0,3.0
2,2,79,3,4.0,2.0
2,2,80,0,30.0,5.0
2,2,81,1,30.0,6.0
2,2,82,2,2.0,3.0
2,2,83,3,4.0,2.0
2,2,84,0,12.0,5.0
2,2,85,1,16.0,6.0
2,2,86,2,2.0,3.0
2,2,87,3,4.0,2.0
2,2,88,0,10.0,5.0
2,2,89,1,122.0,6.0
2,2,90,2,2.0,3.0
2,2,91,3,4.0,2.0
2,2,92,0,26.0,5.0
2,2,93,1,28.0,6.0
2,2,94,2,8.0,3.0
2,2,95,3,4.0,2.0
2,2,96,0,4.0,5.0
2,2,97,1,34.0,6.0
2,2,98,2,2.0,3.0
2,2,99,3,6.0,2.0
2,3,0,0,2.0,1.0
2,3,1,1,50.0,2.0
2,3,2,2,12.0,4.0
2,3,3,3,52.0,3.0
2,3,4,0,4.0,1.0
2,3,5,1,4.0,2.0
2,3,6,2,20.0,4.0
2,3,7,3,20.0,3.0
2,3,8,0,24.0,1.0
2,3,9,1,4.0,2.0
2,3,10,2,6.0,4.0
2,3,11,3,16.0,3.0
2,3,12,0,2.0,1.0
2,3,13,1,28.0,2.0
2,3,14,2,60.0,4.0
2,3,15,3,10.0,3.0
2,3,16,0,2.0,1.0
2,3,17,1,86.0,2.0
2,3,18,2,84.0,4.0
2,3,19,3,12.0,3.0
2,3,20,0,2.0,1.0
2,3,21,1,12.0,2.0
2,3,22,2,8.0,4.0
2,3,23,3,40.0,3.0
2,3,24,0,4.0,1.0
2,3,25,1,2.0,2.0
2,3,26,2,14.0,4.0
2,3,27,3,16.0,3.0
2,3,28,0,4.0,1.0
2,3,29,1,2.0,2.0
2,3,30,2,28.0,4.0
2,3,31,3,26.0,3.0
2,3,32,0,2.0,1.0
2,3,33,1,4.0,2.0
2,3,34,2,22.0,4.0
2,3,35,3,30.0,3.0
2,3,36,0,4.0,1.0
2,3,37,1,12.0,2.0
2,3,38,2,58.0,4.0
2,3,39,3,28.0,3.0
2,3,40,0,8.0,1.0
2,3,41,1,2.0,2.0
2,3,42,2,12.0,4.0
