subject,block,trial,task,regret,mb_dist
0,3,82,2,4.0,5.0
0,3,83,3,16.0,6.0
0,3,84,0,42.0,2.0
0,3,85,1,90.0,3.0
0,3,86,2,4.0,5.0
0,3,87,3,12.0,6.0
0,3,88,0,6.0,2.0
0,3,89,1,30.0,3.0
0,3,90,2,4.0,5.0
0,3,91,3,6.0,6.0
0,3,92,0,46.0,2.0
0,3,93,1,42.0,3.0
0,3,94,2,4.0,5.0
0,3,95,3,2.0,6.0
0,3,96,0,64.0,2.0
0,3,97,1,16.0,3.0
0,3,98,2,4.0,5.0
0,3,99,3,8.0,6.0
0,4,0,0,2.0,2.0
0,4,1,1,114.0,1.0
0,4,2,2,20.0,6.0
0,4,3,3,40.0,3.0
0,4,4,0,6.0,2.0
0,4,5,1,2.0,1.0
0,4,6,2,34.0,6.0
0,4,7,3,2.0,3.0
0,4,8,0,46.0,2.0
0,4,9,1,2.0,1.0
0,4,10,2,32.0,6.0
0,4,11,3,6.0,3.0
0,4,12,0,8.0,2.0
0,4,13,1,2.0,1.0
0,4,14,2,22.0,6.0
0,4,15,3,6.0,3.0
0,4,16,0,6.0,2.0
0,4,17,1,2.0,1.0
0,4,18,2,22.0,6.0
0,4,19,3,14.0,3.0
0,4,20,0,6.0,2.0
0,4,21,1,2.0,1.0
0,4,22,2,18.0,6.0
0,4,23,3,24.0,3.0
0,4,24,0,6.0,2.0
0,4,25,1,2.0,1.0
0,4,26,2,52.0,6.0
0,4,27,3,4.0,3.0
0,4,28,0,4.0,2.0
0,4,29,1,2.0,1.0
0,4,30,2,4.0,6.0
0,4,31,3,48.0,3.0
0,4,32,0,14.0,2.0
0,4,33,1,2.0,1.0
0,4,34,2,8.0,6.0
0,4,35,3,20.0,3.0
0,4,36,0,26.0,2.0
0,4,37,1,2.0,1.0
0,4,38,2,16.0,6.0
0,4,39,3,4.0,3.0
0,4,40,0,10.0,2.0
0,4,41,1,2.0,1.0
0,4,42,2,4.0,6.0
0,4,43,3,14.0,3.0
0,4,44,0,6.0,2.0
0,4,45,1,2.0,1.0
0,4,46,2,148.0,6.0
0,4,47,3,2.0,3.0
0,4,48,0,4.0,2.0
0,4,49,1,2.0,1.0
0,4,50,2,4.0,6.0
0,4,51,3,18.0,3.0
0,4,52,0,4.0,2.0
0,4,53,1,2.0,1.0
0,4,54,2,10.0,6.0
0,4,55,3,10.0,3.0
0,4,56,0,6.0,2.0
0,4,57,1,2.0,1.0
0,4,58,2,4.0,6.0
0,4,59,3,16.0,3.0
0,4,60,0,4.0,2.0
0,4,61,1,2.0,1.0
0,4,62,2,6.0,6.0
0,4,63,3,6.0,3.0
0,4,64,0,4.0,2.0
0,4,65,1,46.0,1.0
0,4,66,2,4.0,6.0
0,4,67,3,12.0,3.0
0,4,68,0,4.0,2.0
0,4,69,1,2.0,1.0
