,subject,block,trial,task,algo,leaf,regret,correct,task_change,task_span,task_angle,task_euclid,task_manhattan,feature_change,feature_angle,feature_euclid,feature_manhattan,max_value_diff,mean_block_regret,mean_block_correct
38,1,38,5,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
38,1,38,6,0,uvfa,9,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
38,1,38,7,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
38,1,38,8,0,uvfa,9,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
38,1,38,9,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
39,1,39,0,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
39,1,39,1,1,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
39,1,39,2,0,uvfa,8,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
39,1,39,3,1,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
39,1,39,4,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
39,1,39,5,1,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
39,1,39,6,0,uvfa,8,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
39,1,39,7,1,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
39,1,39,8,0,uvfa,8,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
39,1,39,9,1,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
40,1,40,0,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
40,1,40,1,1,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
40,1,40,2,0,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
40,1,40,3,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
40,1,40,4,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
40,1,40,5,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
40,1,40,6,0,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
40,1,40,7,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
40,1,40,8,0,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
40,1,40,9,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
41,1,41,0,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
41,1,41,1,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
41,1,41,2,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
41,1,41,3,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
41,1,41,4,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
41,1,41,5,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
41,1,41,6,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
41,1,41,7,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
41,1,41,8,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
41,1,41,9,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
42,1,42,0,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
42,1,42,1,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
42,1,42,2,0,uvfa,9,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
42,1,42,3,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
42,1,42,4,0,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
42,1,42,5,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
42,1,42,6,0,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
42,1,42,7,1,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
42,1,42,8,0,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
42,1,42,9,1,uvfa,5,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
43,1,43,0,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
43,1,43,1,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
43,1,43,2,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
43,1,43,3,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
43,1,43,4,0,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
43,1,43,5,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
43,1,43,6,0,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
43,1,43,7,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
43,1,43,8,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
43,1,43,9,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
44,1,44,0,0,uvfa,8,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
44,1,44,1,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
44,1,44,2,0,uvfa,8,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
44,1,44,3,1,uvfa,7,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
44,1,44,4,0,uvfa,8,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
44,1,44,5,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
44,1,44,6,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
44,1,44,7,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
44,1,44,8,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
44,1,44,9,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
45,1,45,0,0,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
45,1,45,1,1,uvfa,11,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
45,1,45,2,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
45,1,45,3,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
45,1,45,4,0,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
45,1,45,5,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
45,1,45,6,0,uvfa,5,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
45,1,45,7,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
45,1,45,8,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
45,1,45,9,1,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
46,1,46,0,0,uvfa,8,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
46,1,46,1,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
46,1,46,2,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
46,1,46,3,1,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
46,1,46,4,0,uvfa,5,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
46,1,46,5,1,uvfa,11,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
46,1,46,6,0,uvfa,4,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
46,1,46,7,1,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
46,1,46,8,0,uvfa,4,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
46,1,46,9,1,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
47,1,47,0,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
47,1,47,1,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
47,1,47,2,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
47,1,47,3,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
47,1,47,4,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
47,1,47,5,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
47,1,47,6,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
47,1,47,7,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
47,1,47,8,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
47,1,47,9,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
48,1,48,0,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
48,1,48,1,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
48,1,48,2,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
48,1,48,3,1,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
48,1,48,4,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
48,1,48,5,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
48,1,48,6,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
48,1,48,7,1,uvfa,7,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
48,1,48,8,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
48,1,48,9,1,uvfa,8,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
49,1,49,0,0,uvfa,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
49,1,49,1,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
49,1,49,2,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
49,1,49,3,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
49,1,49,4,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
49,1,49,5,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
49,1,49,6,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
49,1,49,7,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
49,1,49,8,0,uvfa,12,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
49,1,49,9,1,uvfa,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
1,1,1,0,0,sfgpi,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.15,0.84
1,1,1,1,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.15,0.84
1,1,1,2,0,sfgpi,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.15,0.84
1,1,1,3,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.15,0.84
1,1,1,4,0,sfgpi,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.15,0.84
1,1,1,5,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.15,0.84
1,1,1,6,0,sfgpi,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.15,0.84
1,1,1,7,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.15,0.84
1,1,1,8,0,sfgpi,12,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.15,0.84
1,1,1,9,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.15,0.84
2,1,2,0,0,sfgpi,12,15.0,False,False,0,0.5,0.0,0,False,1.0,11.704699910719626,17.0,34.0,4.58,0.65
2,1,2,1,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,4.58,0.65
2,1,2,2,0,sfgpi,12,15.0,False,False,0,0.5,0.0,0,False,1.0,11.704699910719626,17.0,34.0,4.58,0.65
2,1,2,3,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,4.58,0.65
2,1,2,4,0,sfgpi,7,15.0,False,False,0,0.5,0.0,0,False,1.0,14.730919862656235,25.0,34.0,4.58,0.65
2,1,2,5,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,4.58,0.65
2,1,2,6,0,sfgpi,7,15.0,False,False,0,0.5,0.0,0,False,1.0,14.730919862656235,25.0,34.0,4.58,0.65
2,1,2,7,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,4.58,0.65
2,1,2,8,0,sfgpi,5,8.0,False,False,0,0.5,0.0,0,False,1.0,13.45362404707371,19.0,34.0,4.58,0.65
2,1,2,9,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,4.58,0.65
3,1,3,0,0,sfgpi,10,7.0,False,False,0,0.5,0.0,0,True,0.48550424457247354,11.180339887498949,15.0,34.0,1.3,0.85
3,1,3,1,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,1.3,0.85
3,1,3,2,0,sfgpi,10,7.0,False,False,0,0.5,0.0,0,True,0.48550424457247354,11.180339887498949,15.0,34.0,1.3,0.85
3,1,3,3,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,1.3,0.85
3,1,3,4,0,sfgpi,4,0.0,True,False,0,0.5,0.0,0,True,0.0,8.0,8.0,34.0,1.3,0.85
3,1,3,5,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,1.3,0.85
3,1,3,6,0,sfgpi,4,0.0,True,False,0,0.5,0.0,0,True,0.0,8.0,8.0,34.0,1.3,0.85
3,1,3,7,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,1.3,0.85
3,1,3,8,0,sfgpi,4,0.0,True,False,0,0.5,0.0,0,True,0.0,8.0,8.0,34.0,1.3,0.85
3,1,3,9,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,1.3,0.85
4,1,4,0,0,sfgpi,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,1.4,0.85
4,1,4,1,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,1.4,0.85
4,1,4,2,0,sfgpi,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,1.4,0.85
4,1,4,3,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,1.4,0.85
4,1,4,4,0,sfgpi,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,1.4,0.85
4,1,4,5,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,1.4,0.85
4,1,4,6,0,sfgpi,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,1.4,0.85
4,1,4,7,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,1.4,0.85
4,1,4,8,0,sfgpi,4,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,1.4,0.85
4,1,4,9,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,1.4,0.85
5,1,5,0,0,sfgpi,4,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.94,0.83
5,1,5,1,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.94,0.83
5,1,5,2,0,sfgpi,4,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.94,0.83
5,1,5,3,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.94,0.83
5,1,5,4,0,sfgpi,4,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.94,0.83
5,1,5,5,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.94,0.83
5,1,5,6,0,sfgpi,4,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.94,0.83
5,1,5,7,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.94,0.83
5,1,5,8,0,sfgpi,4,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.94,0.83
5,1,5,9,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.94,0.83
6,1,6,0,0,sfgpi,5,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.64,0.86
6,1,6,1,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.64,0.86
6,1,6,2,0,sfgpi,9,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.64,0.86
6,1,6,3,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.64,0.86
6,1,6,4,0,sfgpi,5,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.64,0.86
6,1,6,5,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.64,0.86
6,1,6,6,0,sfgpi,9,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.64,0.86
6,1,6,7,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.64,0.86
6,1,6,8,0,sfgpi,5,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.64,0.86
6,1,6,9,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,1.64,0.86
7,1,7,0,0,sfgpi,4,6.0,False,False,0,0.5,0.0,0,False,0.1425070742874559,6.082762530298219,7.0,34.0,3.88,0.41
7,1,7,1,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,3.88,0.41
7,1,7,2,0,sfgpi,4,6.0,False,False,0,0.5,0.0,0,False,0.1425070742874559,6.082762530298219,7.0,34.0,3.88,0.41
7,1,7,3,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,3.88,0.41
7,1,7,4,0,sfgpi,4,6.0,False,False,0,0.5,0.0,0,False,0.1425070742874559,6.082762530298219,7.0,34.0,3.88,0.41
7,1,7,5,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,3.88,0.41
7,1,7,6,0,sfgpi,4,6.0,False,False,0,0.5,0.0,0,False,0.1425070742874559,6.082762530298219,7.0,34.0,3.88,0.41
7,1,7,7,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,3.88,0.41
7,1,7,8,0,sfgpi,4,6.0,False,False,0,0.5,0.0,0,False,0.1425070742874559,6.082762530298219,7.0,34.0,3.88,0.41
7,1,7,9,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,3.88,0.41
8,1,8,0,0,sfgpi,9,0.0,True,False,0,0.5,0.0,0,True,1.1102230246251565e-16,0.0,0.0,34.0,0.36,0.94
8,1,8,1,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.36,0.94
8,1,8,2,0,sfgpi,9,0.0,True,False,0,0.5,0.0,0,True,1.1102230246251565e-16,0.0,0.0,34.0,0.36,0.94
8,1,8,3,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.36,0.94
8,1,8,4,0,sfgpi,9,0.0,True,False,0,0.5,0.0,0,True,1.1102230246251565e-16,0.0,0.0,34.0,0.36,0.94
8,1,8,5,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.36,0.94
8,1,8,6,0,sfgpi,9,0.0,True,False,0,0.5,0.0,0,True,1.1102230246251565e-16,0.0,0.0,34.0,0.36,0.94
8,1,8,7,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.36,0.94
8,1,8,8,0,sfgpi,9,0.0,True,False,0,0.5,0.0,0,True,1.1102230246251565e-16,0.0,0.0,34.0,0.36,0.94
8,1,8,9,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.36,0.94
9,1,9,0,0,sfgpi,9,0.0,True,False,0,0.5,0.0,0,True,0.28630192657829534,10.04987562112089,17.0,34.0,0.0,1.0
9,1,9,1,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
9,1,9,2,0,sfgpi,9,0.0,True,False,0,0.5,0.0,0,True,0.28630192657829534,10.04987562112089,17.0,34.0,0.0,1.0
9,1,9,3,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
9,1,9,4,0,sfgpi,9,0.0,True,False,0,0.5,0.0,0,True,0.28630192657829534,10.04987562112089,17.0,34.0,0.0,1.0
9,1,9,5,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
9,1,9,6,0,sfgpi,9,0.0,True,False,0,0.5,0.0,0,True,0.28630192657829534,10.04987562112089,17.0,34.0,0.0,1.0
9,1,9,7,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
9,1,9,8,0,sfgpi,9,0.0,True,False,0,0.5,0.0,0,True,0.28630192657829534,10.04987562112089,17.0,34.0,0.0,1.0
9,1,9,9,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
10,1,10,0,0,sfgpi,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
10,1,10,1,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
10,1,10,2,0,sfgpi,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
10,1,10,3,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
10,1,10,4,0,sfgpi,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
10,1,10,5,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
10,1,10,6,0,sfgpi,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
10,1,10,7,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
10,1,10,8,0,sfgpi,8,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
10,1,10,9,1,sfgpi,6,0.0,True,False,0,0.5,0.0,0,True,0.0,0.0,0.0,34.0,0.0,1.0
11,1,11,0,0,sfgpi,10,0.0,True,False,0,0.5,0.0,0,False,0.0,0.0,0.0,34.0,0.0,1.0
