subject,block,trial,algo,task,leaf,regret,correct,task_change,task_span,task_angle,task_euclid,task_manhattan,feature_change,feature_angle,feature_euclid,feature_manhattan,transition_change,max_value_diff,possible_correct,mean_block_regret,mean_block_correct
99,6,7,uvfa,1,11,5.0,False,False,0,1.0,0.0,0,False,1.1102230246251565e-16,0.0,0.0,True,30.0,1,3.27,0.36
99,6,7,uvfa,1,11,5.0,False,False,0,1.0,0.0,0,False,1.1102230246251565e-16,0.0,0.0,True,30.0,1,3.27,0.36
99,6,8,uvfa,0,6,0.0,True,False,0,1.0,0.0,0,False,0.0,0.0,0.0,True,30.0,1,3.27,0.36
99,6,8,uvfa,0,6,0.0,True,False,0,1.0,0.0,0,False,0.0,0.0,0.0,True,30.0,1,3.27,0.36
99,6,8,uvfa,0,6,0.0,True,False,0,1.0,0.0,0,False,0.0,0.0,0.0,True,30.0,1,3.27,0.36
99,6,9,uvfa,1,11,5.0,False,False,0,1.0,0.0,0,False,1.1102230246251565e-16,0.0,0.0,True,30.0,1,3.27,0.36
99,6,9,uvfa,1,11,5.0,False,False,0,1.0,0.0,0,False,1.1102230246251565e-16,0.0,0.0,True,30.0,1,3.27,0.36
99,6,9,uvfa,1,11,5.0,False,False,0,1.0,0.0,0,False,1.1102230246251565e-16,0.0,0.0,True,30.0,1,3.27,0.36
99,7,0,uvfa,0,10,8.0,False,False,0,1.0,0.0,0,False,0.0,0.0,0.0,False,30.0,1,5.83,0.18
99,7,0,uvfa,0,10,8.0,False,False,0,1.0,0.0,0,False,0.0,0.0,0.0,False,30.0,1,5.83,0.18
99,7,0,uvfa,0,10,8.0,False,False,0,1.0,0.0,0,False,0.0,0.0,0.0,False,30.0,1,5.83,0.18
99,7,1,uvfa,1,8,1.0,False,False,0,1.0,0.0,0,False,1.1102230246251565e-16,0.0,0.0,False,30.0,1,5.83,0.18
99,7,1,uvfa,1,8,1.0,False,False,0,1.0,0.0,0,False,1.1102230246251565e-16,0.0,0.0,False,30.0,1,5.83,0.18
99,7,1,uvfa,1,8,1.0,False,False,0,1.0,0.0,0,False,1.1102230246251565e-16,0.0,0.0,False,30.0,1,5.83,0.18
99,7,2,uvfa,0,10,8.0,False,False,0,1.0,0.0,0,False,0.0,0.0,0.0,False,30.0,1,5.83,0.18
99,7,2,uvfa,0,10,8.0,False,False,0,1.0,0.0,0,False,0.0,0.0,0.0,False,30.0,1,5.83,0.18
99,7,2,uvfa,0,10,8.0,False,False,0,1.0,0.0,0,False,0.0,0.0,0.0,False,30.0,1,5.83,0.18
99,7,3,uvfa,1,11,5.0,False,False,0,1.0,0.0,0,False,1.1102230246251565e-16,0.0,0.0,False,30.0,1,5.83,0.18
99,7,3,uvfa,1,11,5.0,False,False,0,1.0,0.0,0,False,1.1102230246251565e-16,0.0,0.0,False,30.0,1,5.83,0.18
99,7,3,uvfa,1,11,5.0,False,False,0,1.0,0.0,0,False,1.1102230246251565e-16,0.0,0.0,False,30.0,1,5.83,0.18
99,7,4,uvfa,0,10,8.0,False,False,0,1.0,0.0,0,False,0.0,0.0,0.0,False,30.0,1,5.83,0.18
99,7,4,uvfa,0,10,8.0,False,False,0,1.0,0.0,0,False,0.0,0.0,0.0,False,30.0,1,5.83,0.18
