subject,block,trial,trialblock,task,reward,regret,sf_path,mb_paths,mf_paths,mf_sim,mb_sim,p0_sim,p1_sim,p01_sim,sf_comp
2,3,9,159,1,-3,0,6,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,10,160,0,8,0,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,10,160,0,8,-11,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,11,161,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,11,161,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,12,162,0,7,1,7,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,12,162,0,7,-10,7,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,13,163,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,13,163,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,14,164,0,8,0,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,14,164,0,8,-11,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,15,165,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,15,165,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,16,166,0,6,2,5,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,2,2.5,True
2,3,16,166,0,6,-9,5,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,2,2.5,True
2,3,17,167,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,17,167,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,18,168,0,8,0,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,18,168,0,8,-11,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,19,169,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,19,169,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,20,170,0,5,3,3,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],1,1,3,1,2.0,True
2,3,20,170,0,5,-8,3,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],1,1,3,1,2.0,True
2,3,21,171,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,21,171,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,22,172,0,8,0,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,22,172,0,8,-11,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,23,173,1,-6,14,4,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],1,1,3,1,2.0,True
2,3,23,173,1,-6,3,4,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],1,1,3,1,2.0,True
2,3,24,174,0,8,0,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,24,174,0,8,-11,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,25,175,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,25,175,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,26,176,0,8,0,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,26,176,0,8,-11,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,27,177,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,27,177,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,28,178,0,8,0,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,28,178,0,8,-11,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,29,179,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,29,179,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,30,180,0,8,0,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,30,180,0,8,-11,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,31,181,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,31,181,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,32,182,0,8,0,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,32,182,0,8,-11,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,33,183,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,33,183,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,34,184,0,8,0,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,34,184,0,8,-11,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,35,185,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,35,185,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,36,186,0,8,0,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,36,186,0,8,-11,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,37,187,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,37,187,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,38,188,0,8,0,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,38,188,0,8,-11,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,39,189,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,39,189,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,40,190,0,8,0,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,40,190,0,8,-11,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,41,191,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,41,191,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,42,192,0,8,0,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,42,192,0,8,-11,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,43,193,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,43,193,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,44,194,0,8,0,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,44,194,0,8,-11,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,45,195,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,45,195,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,46,196,0,8,0,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,46,196,0,8,-11,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,47,197,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,47,197,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,48,198,0,8,0,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,48,198,0,8,-11,6,[0 0 0 0 0 0 1 0],[0 0 1 1 1 1 1 0],0,0,3,3,3.0,True
2,3,49,199,1,-3,11,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,3,49,199,1,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 1 1 1 1 1 0],0,0,2,3,2.5,True
2,4,0,200,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,0,200,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,1,201,1,-3,8,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,1,201,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,2,202,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,2,202,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,3,203,1,-4,9,2,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],2,2,0,0,0.0,False
2,4,3,203,1,-4,1,2,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],2,2,0,0,0.0,False
2,4,4,204,0,-1,6,0,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,4,204,0,-1,-2,0,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,5,205,1,-5,10,4,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],1,1,1,1,1.0,True
2,4,5,205,1,-5,2,4,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],1,1,1,1,1.0,True
2,4,6,206,0,4,1,7,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,2,3,2.5,True
2,4,6,206,0,4,-7,7,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,2,3,2.5,True
2,4,7,207,1,-4,9,0,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,7,207,1,-4,1,0,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,8,208,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,8,208,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,9,209,1,-3,8,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,9,209,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,10,210,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,10,210,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,11,211,1,-4,9,2,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],2,2,0,0,0.0,False
2,4,11,211,1,-4,1,2,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],2,2,0,0,0.0,False
2,4,12,212,0,-3,8,2,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],2,2,0,0,0.0,False
2,4,12,212,0,-3,0,2,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],2,2,0,0,0.0,False
2,4,13,213,1,-3,8,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,13,213,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,14,214,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,14,214,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,15,215,1,-3,8,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,15,215,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,16,216,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,16,216,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,17,217,1,-4,9,0,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,17,217,1,-4,1,0,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,18,218,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,18,218,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,19,219,1,-3,8,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,19,219,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,20,220,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,20,220,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,21,221,1,-3,8,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,21,221,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,22,222,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,22,222,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,23,223,1,-3,8,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,23,223,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,24,224,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,24,224,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,25,225,1,-6,11,5,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],0,0,2,2,2.0,True
2,4,25,225,1,-6,3,5,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],0,0,2,2,2.0,True
2,4,26,226,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,26,226,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,27,227,1,-3,8,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,27,227,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,28,228,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,28,228,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,29,229,1,-3,8,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,29,229,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,30,230,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,30,230,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,31,231,1,-4,9,0,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,31,231,1,-4,1,0,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,32,232,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,32,232,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,33,233,1,-3,8,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,33,233,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,34,234,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,34,234,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,35,235,1,-6,11,5,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],0,0,2,2,2.0,True
2,4,35,235,1,-6,3,5,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],0,0,2,2,2.0,True
2,4,36,236,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,36,236,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,37,237,1,-3,8,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,37,237,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,38,238,0,-1,6,0,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,38,238,0,-1,-2,0,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,39,239,1,-6,11,5,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],0,0,2,2,2.0,True
2,4,39,239,1,-6,3,5,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],0,0,2,2,2.0,True
2,4,40,240,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,40,240,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,41,241,1,-3,8,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,41,241,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,42,242,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,42,242,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,43,243,1,-5,10,3,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],1,1,1,1,1.0,True
2,4,43,243,1,-5,2,3,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],1,1,1,1,1.0,True
2,4,44,244,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,44,244,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,45,245,1,-3,8,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,45,245,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,46,246,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,46,246,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,47,247,1,-3,8,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,47,247,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,48,248,0,5,0,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,48,248,0,5,-8,6,[0 0 0 0 0 0 1 0],[0 0 0 0 0 0 1 0],0,0,3,3,3.0,True
2,4,49,249,1,-3,8,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,4,49,249,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,0,0.0,False
2,5,0,250,0,-5,2,5,[0 0 0 0 0 0 1 1],[0 0 0 0 0 0 1 0],0,0,2,0,1.0,False
2,5,0,250,0,-5,2,5,[0 0 0 0 0 0 1 1],[0 0 0 0 0 0 1 0],0,0,2,0,1.0,False
2,5,1,251,1,-8,5,6,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],0,0,3,0,1.5,False
2,5,1,251,1,-8,5,6,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],0,0,3,0,1.5,False
2,5,2,252,0,-3,0,6,[0 0 0 0 0 0 1 1],[0 0 0 0 0 0 1 0],0,0,3,0,1.5,False
2,5,2,252,0,-3,0,6,[0 0 0 0 0 0 1 1],[0 0 0 0 0 0 1 0],0,0,3,0,1.5,False
2,5,3,253,1,-5,2,4,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],1,1,1,1,1.0,True
2,5,3,253,1,-5,2,4,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],1,1,1,1,1.0,True
2,5,4,254,0,-6,3,4,[0 0 0 0 0 0 1 1],[0 0 0 0 0 0 1 0],1,1,1,1,1.0,True
2,5,4,254,0,-6,3,4,[0 0 0 0 0 0 1 1],[0 0 0 0 0 0 1 0],1,1,1,1,1.0,True
2,5,5,255,1,-5,2,3,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],1,1,1,1,1.0,True
2,5,5,255,1,-5,2,3,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],1,1,1,1,1.0,True
2,5,6,256,0,-6,3,3,[0 0 0 0 0 0 1 1],[0 0 0 0 0 0 1 0],1,1,1,1,1.0,True
2,5,6,256,0,-6,3,3,[0 0 0 0 0 0 1 1],[0 0 0 0 0 0 1 0],1,1,1,1,1.0,True
2,5,7,257,1,-7,4,7,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],0,0,2,0,1.0,False
2,5,7,257,1,-7,4,7,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],0,0,2,0,1.0,False
2,5,8,258,0,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 0 0 0 0 1 0],0,0,2,0,1.0,False
2,5,8,258,0,-3,0,7,[0 0 0 0 0 0 1 1],[0 0 0 0 0 0 1 0],0,0,2,0,1.0,False
2,5,9,259,1,-5,2,3,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],1,1,1,1,1.0,True
2,5,9,259,1,-5,2,3,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],1,1,1,1,1.0,True
2,5,10,260,0,-6,3,3,[0 0 0 0 0 0 1 1],[0 0 0 0 0 0 1 0],1,1,1,1,1.0,True
2,5,10,260,0,-6,3,3,[0 0 0 0 0 0 1 1],[0 0 0 0 0 0 1 0],1,1,1,1,1.0,True
2,5,11,261,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,3,1.5,False
2,5,11,261,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,3,1.5,False
2,5,12,262,0,-5,2,5,[0 0 0 0 0 0 1 1],[0 0 0 0 0 0 1 0],0,0,2,0,1.0,False
2,5,12,262,0,-5,2,5,[0 0 0 0 0 0 1 1],[0 0 0 0 0 0 1 0],0,0,2,0,1.0,False
2,5,13,263,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,3,1.5,False
2,5,13,263,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,3,1.5,False
2,5,14,264,0,-5,2,5,[0 0 0 0 0 0 1 1],[0 0 0 0 0 0 1 0],0,0,2,0,1.0,False
2,5,14,264,0,-5,2,5,[0 0 0 0 0 0 1 1],[0 0 0 0 0 0 1 0],0,0,2,0,1.0,False
2,5,15,265,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,3,1.5,False
2,5,15,265,1,-3,0,1,[0 1 0 0 0 0 0 0],[0 0 0 0 0 0 1 0],3,3,0,3,1.5,False
2,5,16,266,0,-5,2,5,[0 0 0 0 0 0 1 1],[0 0 0 0 0 0 1 0],0,0,2,0,1.0,False
