subject,block,trial,trialblock,task,regret,sf_path,mf_paths,mb_paths,mf_sim,mb_sim,p0_sim,p1_sim,p01_sim,sf_comp
0,0,0,0,0,0.0,0,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,1,1,1,0.0,7,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,2,2,0,0.0,1,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,3,3,1,0.0,4,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,4,4,0,0.0,5,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,5,5,1,0.0,7,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,6,6,0,0.0,3,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,7,7,1,0.0,4,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,8,8,0,0.0,1,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,9,9,1,0.0,1,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,10,10,0,0.0,0,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,11,11,1,0.0,6,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,12,12,0,0.0,2,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,13,13,1,0.0,0,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,14,14,0,0.0,7,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,15,15,1,0.0,5,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,16,16,0,0.0,4,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,17,17,1,0.0,6,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,18,18,0,0.0,7,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,19,19,1,0.0,1,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,20,20,0,0.0,4,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,21,21,1,0.0,4,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,22,22,0,0.0,7,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,23,23,1,0.0,2,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,24,24,0,0.0,0,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,25,25,1,0.0,6,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,26,26,0,0.0,1,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,27,27,1,0.0,6,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,28,28,0,0.0,1,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,29,29,1,0.0,5,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,30,30,0,0.0,4,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,31,31,1,0.0,5,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,32,32,0,0.0,3,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,33,33,1,0.0,7,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,34,34,0,0.0,6,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,35,35,1,0.0,1,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,36,36,0,0.0,4,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,37,37,1,0.0,1,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,38,38,0,0.0,7,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,39,39,1,0.0,5,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,40,40,0,0.0,2,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,41,41,1,0.0,2,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,42,42,0,0.0,4,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,43,43,1,0.0,1,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,44,44,0,0.0,5,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,45,45,1,0.0,4,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,46,46,0,0.0,6,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,47,47,1,0.0,0,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,48,48,0,0.0,0,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,0,49,49,1,0.0,3,[0 1 2 3 4 5 6 7],[0 1 2 3 4 5 6 7],3,3,3,3,3.0,True
0,1,0,50,0,1.0,4,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,1,1,51,1,3.0,4,[0 1 2 3 4 5 6 7],[6],3,1,3,3,3.0,True
0,1,2,52,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,1,3,53,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,4,54,0,2.0,5,[0 1 2 3 4 5 6 7],[2],3,1,3,3,3.0,True
0,1,5,55,1,1.0,7,[0 1 2 3 4 5 6 7],[6],3,2,3,3,3.0,True
0,1,6,56,0,2.0,5,[0 1 2 3 4 5 6 7],[2],3,1,3,3,3.0,True
0,1,7,57,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,8,58,0,1.0,3,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,1,9,59,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,10,60,0,4.0,6,[0 1 2 3 4 5 6 7],[2],3,0,3,3,3.0,True
0,1,11,61,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,12,62,0,1.0,4,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,1,13,63,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,14,64,0,1.0,4,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,1,15,65,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,16,66,0,1.0,4,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,1,17,67,1,4.0,0,[0 1 2 3 4 5 6 7],[6],3,0,3,3,3.0,True
0,1,18,68,0,1.0,4,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,1,19,69,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,20,70,0,2.0,5,[0 1 2 3 4 5 6 7],[2],3,1,3,3,3.0,True
0,1,21,71,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,22,72,0,1.0,4,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,1,23,73,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,24,74,0,1.0,4,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,1,25,75,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,26,76,0,1.0,4,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,1,27,77,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,28,78,0,1.0,4,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,1,29,79,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,30,80,0,1.0,4,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,1,31,81,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,32,82,0,1.0,4,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,1,33,83,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,34,84,0,1.0,3,[0 1 2 3 4 5 6 7],[2],3,2,3,3,3.0,True
0,1,35,85,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,36,86,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,1,37,87,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,38,88,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,1,39,89,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,40,90,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,1,41,91,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,42,92,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,1,43,93,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,44,94,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,1,45,95,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,1,46,96,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,1,47,97,1,2.0,5,[0 1 2 3 4 5 6 7],[6],3,2,3,3,3.0,True
0,1,48,98,0,0.0,2,[0 1 2 3 4 5 6 7],[2],3,3,3,3,3.0,True
0,1,49,99,1,0.0,6,[0 1 2 3 4 5 6 7],[6],3,3,3,3,3.0,True
0,2,0,100,0,0.0,4,[6],[2 3 4 5 6],1,3,2,1,1.5,True
0,2,1,101,1,2.0,5,[6],[6 7],2,2,1,2,1.5,True
0,2,2,102,0,1.0,7,[6],[2 3 4 5 6],2,2,0,2,1.0,False
0,2,3,103,1,2.0,0,[6],[6 7],0,0,1,0,0.5,False
0,2,4,104,0,0.0,2,[6],[2 3 4 5 6],0,3,3,0,1.5,False
0,2,5,105,1,0.0,6,[6],[6 7],3,3,0,3,1.5,False
0,2,6,106,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,7,107,1,3.0,1,[6],[6 7],0,0,2,0,1.0,False
0,2,8,108,0,2.0,0,[6],[2 3 4 5 6],0,1,1,0,0.5,False
0,2,9,109,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,2,10,110,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,11,111,1,0.0,6,[6],[6 7],3,3,0,3,1.5,False
0,2,12,112,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,13,113,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,2,14,114,0,2.0,0,[6],[2 3 4 5 6],0,1,1,0,0.5,False
0,2,15,115,1,4.0,2,[6],[6 7],0,0,3,0,1.5,False
0,2,16,116,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,17,117,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,2,18,118,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,19,119,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,2,20,120,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,21,121,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,2,22,122,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,23,123,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,2,24,124,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,25,125,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,2,26,126,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,27,127,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,2,28,128,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,29,129,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,2,30,130,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,31,131,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,2,32,132,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,33,133,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,2,34,134,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,35,135,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,2,36,136,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,37,137,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,2,38,138,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,39,139,1,2.0,5,[6],[6 7],2,2,1,2,1.5,True
0,2,40,140,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,41,141,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,2,42,142,0,0.0,4,[6],[2 3 4 5 6],1,3,2,1,1.5,True
0,2,43,143,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,2,44,144,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,45,145,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,2,46,146,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,47,147,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,2,48,148,0,0.0,6,[6],[2 3 4 5 6],3,3,0,3,1.5,False
0,2,49,149,1,0.0,7,[6],[6 7],2,3,0,2,1.0,False
0,3,0,150,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,3,1,151,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,3,2,152,0,2.0,5,[2 3 4 5 6],[6],3,2,3,2,2.5,True
0,3,3,153,1,4.0,2,[2 3 4 5 6],[6 7],3,0,3,0,1.5,False
0,3,4,154,0,2.0,5,[2 3 4 5 6],[6],3,2,3,2,2.5,True
0,3,5,155,1,3.0,3,[2 3 4 5 6],[6 7],3,1,3,1,2.0,True
0,3,6,156,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,3,7,157,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,3,8,158,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,3,9,159,1,0.0,6,[2 3 4 5 6],[6 7],3,3,3,3,3.0,True
0,3,10,160,0,1.0,7,[2 3 4 5 6],[6],2,2,2,3,2.5,True
0,3,11,161,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,3,12,162,0,1.0,7,[2 3 4 5 6],[6],2,2,2,3,2.5,True
0,3,13,163,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,3,14,164,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,3,15,165,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,3,16,166,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,3,17,167,1,3.0,3,[2 3 4 5 6],[6 7],3,1,3,1,2.0,True
0,3,18,168,0,1.0,7,[2 3 4 5 6],[6],2,2,2,3,2.5,True
0,3,19,169,1,0.0,6,[2 3 4 5 6],[6 7],3,3,3,3,3.0,True
0,3,20,170,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,3,21,171,1,3.0,3,[2 3 4 5 6],[6 7],3,1,3,1,2.0,True
0,3,22,172,0,2.0,5,[2 3 4 5 6],[6],3,2,3,2,2.5,True
0,3,23,173,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,3,24,174,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,3,25,175,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,3,26,176,0,2.0,5,[2 3 4 5 6],[6],3,2,3,2,2.5,True
0,3,27,177,1,2.0,5,[2 3 4 5 6],[6 7],3,2,3,2,2.5,True
0,3,28,178,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,3,29,179,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,3,30,180,0,3.0,3,[2 3 4 5 6],[6],3,1,3,1,2.0,True
0,3,31,181,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,3,32,182,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,3,33,183,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,3,34,184,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,3,35,185,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,3,36,186,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,3,37,187,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,3,38,188,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,3,39,189,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,3,40,190,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,3,41,191,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,3,42,192,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,3,43,193,1,3.0,1,[2 3 4 5 6],[6 7],2,0,2,0,1.0,False
0,3,44,194,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,3,45,195,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,3,46,196,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,3,47,197,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,3,48,198,0,0.0,6,[2 3 4 5 6],[6],3,3,3,3,3.0,True
0,3,49,199,1,0.0,7,[2 3 4 5 6],[6 7],2,3,2,3,2.5,True
0,4,0,200,0,0.0,6,[6],[6],3,3,3,3,3.0,True
0,4,1,201,1,5.0,6,[6],[1],3,0,3,3,3.0,True
0,4,2,202,0,1.0,7,[6],[6],2,2,2,3,2.5,True
0,4,3,203,1,4.0,7,[6],[1],2,0,2,3,2.5,True
0,4,4,204,0,6.0,3,[6],[6],1,1,1,1,1.0,True
0,4,5,205,1,1.0,0,[6],[1],0,2,0,0,0.0,False
0,4,6,206,0,6.0,0,[6],[6],0,0,0,0,0.0,False
0,4,7,207,1,0.0,1,[6],[1],0,3,0,0,0.0,False
0,4,8,208,0,1.0,7,[6],[6],2,2,2,3,2.5,True
0,4,9,209,1,1.0,2,[6],[1],0,2,0,0,0.0,False
0,4,10,210,0,6.0,3,[6],[6],1,1,1,1,1.0,True
0,4,11,211,1,0.0,1,[6],[1],0,3,0,0,0.0,False
0,4,12,212,0,0.0,6,[6],[6],3,3,3,3,3.0,True
0,4,13,213,1,0.0,1,[6],[1],0,3,0,0,0.0,False
0,4,14,214,0,6.0,3,[6],[6],1,1,1,1,1.0,True
0,4,15,215,1,0.0,1,[6],[1],0,3,0,0,0.0,False
0,4,16,216,0,0.0,6,[6],[6],3,3,3,3,3.0,True
0,4,17,217,1,0.0,1,[6],[1],0,3,0,0,0.0,False
0,4,18,218,0,0.0,6,[6],[6],3,3,3,3,3.0,True
0,4,19,219,1,0.0,1,[6],[1],0,3,0,0,0.0,False
0,4,20,220,0,1.0,7,[6],[6],2,2,2,3,2.5,True
0,4,21,221,1,0.0,1,[6],[1],0,3,0,0,0.0,False
0,4,22,222,0,0.0,6,[6],[6],3,3,3,3,3.0,True
0,4,23,223,1,1.0,0,[6],[1],0,2,0,0,0.0,False
0,4,24,224,0,0.0,6,[6],[6],3,3,3,3,3.0,True
0,4,25,225,1,0.0,1,[6],[1],0,3,0,0,0.0,False
0,4,26,226,0,0.0,6,[6],[6],3,3,3,3,3.0,True
0,4,27,227,1,0.0,1,[6],[1],0,3,0,0,0.0,False
0,4,28,228,0,4.0,5,[6],[6],2,2,2,2,2.0,True
0,4,29,229,1,0.0,1,[6],[1],0,3,0,0,0.0,False
0,4,30,230,0,0.0,6,[6],[6],3,3,3,3,3.0,True
0,4,31,231,1,1.0,0,[6],[1],0,2,0,0,0.0,False
0,4,32,232,0,0.0,6,[6],[6],3,3,3,3,3.0,True
0,4,33,233,1,0.0,1,[6],[1],0,3,0,0,0.0,False
0,4,34,234,0,0.0,6,[6],[6],3,3,3,3,3.0,True
0,4,35,235,1,0.0,1,[6],[1],0,3,0,0,0.0,False
0,4,36,236,0,0.0,6,[6],[6],3,3,3,3,3.0,True
0,4,37,237,1,1.0,2,[6],[1],0,2,0,0,0.0,False
0,4,38,238,0,0.0,6,[6],[6],3,3,3,3,3.0,True
0,4,39,239,1,0.0,1,[6],[1],0,3,0,0,0.0,False
0,4,40,240,0,0.0,6,[6],[6],3,3,3,3,3.0,True
0,4,41,241,1,1.0,2,[6],[1],0,2,0,0,0.0,False
0,4,42,242,0,4.0,5,[6],[6],2,2,2,2,2.0,True
0,4,43,243,1,0.0,1,[6],[1],0,3,0,0,0.0,False
0,4,44,244,0,0.0,6,[6],[6],3,3,3,3,3.0,True
0,4,45,245,1,1.0,2,[6],[1],0,2,0,0,0.0,False
0,4,46,246,0,0.0,6,[6],[6],3,3,3,3,3.0,True
0,4,47,247,1,1.0,2,[6],[1],0,2,0,0,0.0,False
0,4,48,248,0,1.0,7,[6],[6],2,2,2,3,2.5,True
0,4,49,249,1,1.0,2,[6],[1],0,2,0,0,0.0,False
0,5,0,250,0,3.0,4,[6],[6 7],1,1,1,1,1.0,True
0,5,1,251,1,1.0,2,[6],[1],0,2,0,2,1.0,False
0,5,2,252,0,3.0,4,[6],[6 7],1,1,1,1,1.0,True
0,5,3,253,1,2.0,3,[6],[1],1,1,1,1,1.0,True
0,5,4,254,0,3.0,4,[6],[6 7],1,1,1,1,1.0,True
0,5,5,255,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,6,256,0,2.0,5,[6],[6 7],2,2,2,0,1.0,False
0,5,7,257,1,1.0,0,[6],[1],0,2,0,2,1.0,False
0,5,8,258,0,3.0,4,[6],[6 7],1,1,1,1,1.0,True
0,5,9,259,1,4.0,7,[6],[1],2,0,2,0,1.0,False
0,5,10,260,0,0.0,6,[6],[6 7],3,3,3,0,1.5,False
0,5,11,261,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,12,262,0,3.0,4,[6],[6 7],1,1,1,1,1.0,True
0,5,13,263,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,14,264,0,3.0,4,[6],[6 7],1,1,1,1,1.0,True
0,5,15,265,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,16,266,0,3.0,4,[6],[6 7],1,1,1,1,1.0,True
0,5,17,267,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,18,268,0,4.0,2,[6],[6 7],0,0,0,2,1.0,False
0,5,19,269,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,20,270,0,0.0,6,[6],[6 7],3,3,3,0,1.5,False
0,5,21,271,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,22,272,0,0.0,6,[6],[6 7],3,3,3,0,1.5,False
0,5,23,273,1,2.0,4,[6],[1],1,1,1,1,1.0,True
0,5,24,274,0,3.0,1,[6],[6 7],0,0,0,3,1.5,False
0,5,25,275,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,26,276,0,0.0,6,[6],[6 7],3,3,3,0,1.5,False
0,5,27,277,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,28,278,0,0.0,6,[6],[6 7],3,3,3,0,1.5,False
0,5,29,279,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,30,280,0,3.0,1,[6],[6 7],0,0,0,3,1.5,False
0,5,31,281,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,32,282,0,3.0,1,[6],[6 7],0,0,0,3,1.5,False
0,5,33,283,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,34,284,0,3.0,1,[6],[6 7],0,0,0,3,1.5,False
0,5,35,285,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,36,286,0,3.0,1,[6],[6 7],0,0,0,3,1.5,False
0,5,37,287,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,38,288,0,0.0,6,[6],[6 7],3,3,3,0,1.5,False
0,5,39,289,1,1.0,2,[6],[1],0,2,0,2,1.0,False
0,5,40,290,0,0.0,6,[6],[6 7],3,3,3,0,1.5,False
0,5,41,291,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,42,292,0,0.0,6,[6],[6 7],3,3,3,0,1.5,False
0,5,43,293,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,44,294,0,3.0,1,[6],[6 7],0,0,0,3,1.5,False
0,5,45,295,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,46,296,0,0.0,6,[6],[6 7],3,3,3,0,1.5,False
0,5,47,297,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,5,48,298,0,0.0,6,[6],[6 7],3,3,3,0,1.5,False
0,5,49,299,1,0.0,1,[6],[1],0,3,0,3,1.5,False
0,6,0,300,0,0.0,0,[6 7],[0 1],0,3,0,2,1.0,False
0,6,1,301,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,6,2,302,0,2.0,5,[6 7],[0 1],2,0,2,0,1.0,False
0,6,3,303,1,0.0,2,[6 7],[2],0,3,0,2,1.0,False
0,6,4,304,0,2.0,3,[6 7],[0 1],1,1,1,1,1.0,True
0,6,5,305,1,1.0,3,[6 7],[2],1,2,1,1,1.0,True
0,6,6,306,0,2.0,4,[6 7],[0 1],1,1,1,1,1.0,True
