subject,block,trial,task,regret
0,2,31,7,2.0
0,2,32,0,0.0
0,2,33,1,3.0
0,2,34,2,2.0
0,2,35,3,2.0
0,2,36,4,1.0
0,2,37,5,2.0
0,2,38,6,0.0
0,2,39,7,2.0
0,2,40,0,1.0
0,2,41,1,2.0
0,2,42,2,2.0
0,2,43,3,0.0
0,2,44,4,1.0
0,2,45,5,2.0
0,2,46,6,0.0
0,2,47,7,2.0
0,2,48,0,0.0
0,2,49,1,2.0
0,2,50,2,2.0
0,2,51,3,1.0
0,2,52,4,1.0
0,2,53,5,2.0
0,2,54,6,0.0
0,2,55,7,2.0
0,2,56,0,0.0
0,2,57,1,2.0
0,2,58,2,2.0
0,2,59,3,2.0
0,2,60,4,1.0
0,2,61,5,2.0
0,2,62,6,1.0
0,2,63,7,2.0
0,2,64,0,1.0
0,2,65,1,2.0
0,2,66,2,2.0
0,2,67,3,2.0
0,2,68,4,0.0
0,2,69,5,0.0
0,2,70,6,0.0
0,2,71,7,1.0
0,2,72,0,0.0
0,2,73,1,2.0
0,2,74,2,2.0
0,2,75,3,2.0
0,2,76,4,0.0
0,2,77,5,0.0
0,2,78,6,0.0
0,2,79,7,2.0
0,2,80,0,0.0
0,2,81,1,2.0
0,2,82,2,2.0
0,2,83,3,2.0
0,2,84,4,0.0
0,2,85,5,0.0
0,2,86,6,0.0
0,2,87,7,2.0
0,2,88,0,0.0
0,2,89,1,2.0
0,2,90,2,2.0
0,2,91,3,2.0
0,2,92,4,0.0
0,2,93,5,0.0
0,2,94,6,0.0
0,2,95,7,2.0
0,2,96,0,0.0
0,2,97,1,3.0
0,2,98,2,2.0
0,2,99,3,2.0
0,2,100,4,0.0
0,2,101,5,0.0
0,2,102,6,0.0
0,2,103,7,2.0
0,2,104,0,0.0
0,2,105,1,2.0
0,2,106,2,2.0
0,2,107,3,2.0
0,2,108,4,0.0
0,2,109,5,2.0
0,2,110,6,0.0
0,2,111,7,2.0
0,2,112,0,0.0
0,2,113,1,2.0
0,2,114,2,2.0
0,2,115,3,2.0
0,2,116,4,0.0
0,2,117,5,0.0
0,2,118,6,0.0
0,2,119,7,2.0
0,2,120,0,0.0
0,2,121,1,2.0
0,2,122,2,2.0
0,2,123,3,2.0
0,2,124,4,0.0
0,2,125,5,0.0
0,2,126,6,0.0
0,2,127,7,2.0
0,2,128,0,0.0
0,2,129,1,2.0
0,2,130,2,2.0
0,2,131,3,2.0
0,2,132,4,0.0
0,2,133,5,0.0
0,2,134,6,0.0
0,2,135,7,2.0
0,2,136,0,2.0
0,2,137,1,2.0
0,2,138,2,2.0
0,2,139,3,2.0
0,2,140,4,0.0
0,2,141,5,0.0
0,2,142,6,0.0
0,2,143,7,2.0
0,2,144,0,0.0
0,2,145,1,2.0
0,2,146,2,2.0
0,2,147,3,2.0
0,2,148,4,0.0
0,2,149,5,1.0
0,2,150,6,0.0
0,2,151,7,2.0
0,2,152,0,0.0
0,2,153,1,2.0
0,2,154,2,2.0
0,2,155,3,2.0
0,2,156,4,0.0
0,2,157,5,0.0
0,2,158,6,1.0
0,2,159,7,2.0
0,2,160,0,0.0
0,2,161,1,3.0
0,2,162,2,2.0
0,2,163,3,2.0
0,2,164,4,0.0
0,2,165,5,0.0
0,2,166,6,0.0
0,2,167,7,2.0
0,2,168,0,0.0
0,2,169,1,2.0
0,2,170,2,2.0
0,2,171,3,2.0
0,2,172,4,0.0
0,2,173,5,0.0
0,2,174,6,0.0
0,2,175,7,1.0
0,2,176,0,0.0
0,2,177,1,2.0
0,2,178,2,2.0
0,2,179,3,2.0
0,2,180,4,0.0
0,2,181,5,0.0
0,2,182,6,0.0
0,2,183,7,2.0
0,2,184,0,0.0
0,2,185,1,2.0
0,2,186,2,2.0
0,2,187,3,2.0
0,2,188,4,0.0
0,2,189,5,0.0
0,2,190,6,0.0
0,2,191,7,0.0
0,2,192,0,0.0
0,2,193,1,0.0
0,2,194,2,0.0
0,2,195,3,1.0
0,2,196,4,0.0
0,2,197,5,0.0
0,2,198,6,0.0
0,2,199,7,2.0
1,0,0,0,3.0
1,0,1,1,0.0
1,0,2,2,1.0
1,0,3,3,1.0
1,0,4,4,2.0
1,0,5,5,2.0
1,0,6,6,1.0
1,0,7,7,3.0
1,0,8,0,1.0
1,0,9,1,0.0
1,0,10,2,3.0
1,0,11,3,1.0
1,0,12,4,2.0
1,0,13,5,3.0
1,0,14,6,2.0
1,0,15,7,2.0
1,0,16,0,0.0
1,0,17,1,0.0
1,0,18,2,0.0
1,0,19,3,1.0
1,0,20,4,2.0
1,0,21,5,3.0
1,0,22,6,1.0
1,0,23,7,2.0
1,0,24,0,0.0
1,0,25,1,1.0
1,0,26,2,0.0
1,0,27,3,1.0
1,0,28,4,2.0
1,0,29,5,2.0
1,0,30,6,1.0
1,0,31,7,2.0
1,0,32,0,0.0
1,0,33,1,0.0
1,0,34,2,3.0
1,0,35,3,1.0
1,0,36,4,3.0
1,0,37,5,2.0
1,0,38,6,1.0
1,0,39,7,2.0
1,0,40,0,0.0
1,0,41,1,1.0
1,0,42,2,0.0
1,0,43,3,2.0
1,0,44,4,2.0
1,0,45,5,3.0
1,0,46,6,0.0
1,0,47,7,2.0
1,0,48,0,0.0
1,0,49,1,0.0
1,0,50,2,0.0
1,0,51,3,1.0
1,0,52,4,3.0
1,0,53,5,2.0
1,0,54,6,1.0
1,0,55,7,2.0
1,0,56,0,0.0
1,0,57,1,0.0
1,0,58,2,0.0
1,0,59,3,1.0
1,0,60,4,2.0
1,0,61,5,2.0
1,0,62,6,1.0
1,0,63,7,2.0
1,0,64,0,0.0
1,0,65,1,0.0
1,0,66,2,0.0
1,0,67,3,1.0
1,0,68,4,3.0
1,0,69,5,2.0
1,0,70,6,1.0
1,0,71,7,2.0
1,0,72,0,0.0
1,0,73,1,0.0
1,0,74,2,0.0
1,0,75,3,1.0
1,0,76,4,2.0
1,0,77,5,2.0
1,0,78,6,1.0
1,0,79,7,2.0
1,0,80,0,0.0
1,0,81,1,0.0
1,0,82,2,0.0
1,0,83,3,1.0
1,0,84,4,2.0
1,0,85,5,2.0
1,0,86,6,1.0
1,0,87,7,2.0
1,0,88,0,0.0
1,0,89,1,0.0
1,0,90,2,3.0
1,0,91,3,1.0
1,0,92,4,2.0
1,0,93,5,2.0
1,0,94,6,1.0
1,0,95,7,2.0
1,0,96,0,0.0
1,0,97,1,0.0
1,0,98,2,3.0
1,0,99,3,1.0
1,0,100,4,2.0
1,0,101,5,2.0
1,0,102,6,0.0
1,0,103,7,2.0
1,0,104,0,1.0
1,0,105,1,0.0
1,0,106,2,0.0
1,0,107,3,1.0
1,0,108,4,2.0
1,0,109,5,2.0
1,0,110,6,1.0
1,0,111,7,2.0
1,0,112,0,0.0
1,0,113,1,0.0
1,0,114,2,0.0
1,0,115,3,1.0
1,0,116,4,2.0
1,0,117,5,2.0
1,0,118,6,1.0
1,0,119,7,2.0
1,0,120,0,1.0
1,0,121,1,0.0
1,0,122,2,0.0
1,0,123,3,1.0
1,0,124,4,2.0
1,0,125,5,2.0
1,0,126,6,1.0
1,0,127,7,2.0
1,0,128,0,0.0
1,0,129,1,1.0
1,0,130,2,0.0
1,0,131,3,1.0
1,0,132,4,1.0
1,0,133,5,3.0
1,0,134,6,0.0
1,0,135,7,2.0
1,0,136,0,0.0
1,0,137,1,0.0
1,0,138,2,0.0
1,0,139,3,1.0
1,0,140,4,1.0
1,0,141,5,1.0
1,0,142,6,0.0
1,0,143,7,4.0
1,0,144,0,0.0
1,0,145,1,0.0
1,0,146,2,0.0
1,0,147,3,0.0
1,0,148,4,1.0
1,0,149,5,1.0
1,0,150,6,0.0
1,0,151,7,2.0
1,0,152,0,0.0
1,0,153,1,0.0
1,0,154,2,0.0
1,0,155,3,0.0
1,0,156,4,1.0
1,0,157,5,1.0
1,0,158,6,0.0
1,0,159,7,2.0
1,0,160,0,0.0
1,0,161,1,0.0
1,0,162,2,0.0
1,0,163,3,0.0
1,0,164,4,1.0
1,0,165,5,1.0
1,0,166,6,0.0
1,0,167,7,2.0
1,0,168,0,0.0
1,0,169,1,0.0
1,0,170,2,0.0
1,0,171,3,0.0
1,0,172,4,1.0
1,0,173,5,1.0
1,0,174,6,0.0
1,0,175,7,2.0
1,0,176,0,1.0
1,0,177,1,0.0
1,0,178,2,0.0
1,0,179,3,0.0
1,0,180,4,0.0
1,0,181,5,0.0
1,0,182,6,0.0
1,0,183,7,1.0
1,0,184,0,0.0
1,0,185,1,0.0
1,0,186,2,0.0
1,0,187,3,0.0
1,0,188,4,0.0
1,0,189,5,0.0
1,0,190,6,0.0
1,0,191,7,1.0
1,0,192,0,0.0
1,0,193,1,0.0
1,0,194,2,0.0
1,0,195,3,1.0
1,0,196,4,0.0
1,0,197,5,0.0
1,0,198,6,0.0
1,0,199,7,1.0
1,1,0,0,2.0
1,1,1,1,0.0
1,1,2,2,3.0
1,1,3,3,3.0
1,1,4,4,1.0
1,1,5,5,0.0
1,1,6,6,0.0
1,1,7,7,3.0
1,1,8,0,2.0
1,1,9,1,3.0
1,1,10,2,1.0
1,1,11,3,0.0
1,1,12,4,1.0
1,1,13,5,1.0
1,1,14,6,4.0
1,1,15,7,0.0
1,1,16,0,2.0
1,1,17,1,0.0
1,1,18,2,0.0
1,1,19,3,1.0
1,1,20,4,1.0
1,1,21,5,0.0
1,1,22,6,3.0
1,1,23,7,1.0
1,1,24,0,2.0
1,1,25,1,0.0
1,1,26,2,0.0
1,1,27,3,1.0
1,1,28,4,1.0
1,1,29,5,3.0
1,1,30,6,3.0
1,1,31,7,1.0
1,1,32,0,2.0
1,1,33,1,0.0
1,1,34,2,0.0
1,1,35,3,1.0
1,1,36,4,1.0
1,1,37,5,1.0
1,1,38,6,0.0
1,1,39,7,1.0
1,1,40,0,2.0
1,1,41,1,0.0
1,1,42,2,1.0
1,1,43,3,1.0
1,1,44,4,1.0
1,1,45,5,1.0
1,1,46,6,3.0
1,1,47,7,0.0
1,1,48,0,0.0
1,1,49,1,0.0
1,1,50,2,0.0
1,1,51,3,1.0
1,1,52,4,1.0
1,1,53,5,1.0
1,1,54,6,3.0
1,1,55,7,0.0
1,1,56,0,0.0
1,1,57,1,0.0
1,1,58,2,0.0
1,1,59,3,1.0
1,1,60,4,1.0
1,1,61,5,1.0
1,1,62,6,3.0
1,1,63,7,0.0
1,1,64,0,0.0
1,1,65,1,0.0
1,1,66,2,0.0
1,1,67,3,1.0
1,1,68,4,1.0
1,1,69,5,1.0
1,1,70,6,4.0
1,1,71,7,0.0
1,1,72,0,0.0
1,1,73,1,0.0
1,1,74,2,0.0
1,1,75,3,1.0
1,1,76,4,1.0
1,1,77,5,1.0
1,1,78,6,2.0
1,1,79,7,0.0
1,1,80,0,0.0
1,1,81,1,0.0
1,1,82,2,0.0
1,1,83,3,1.0
1,1,84,4,1.0
1,1,85,5,0.0
1,1,86,6,0.0
1,1,87,7,0.0
1,1,88,0,0.0
1,1,89,1,0.0
1,1,90,2,0.0
1,1,91,3,1.0
1,1,92,4,1.0
1,1,93,5,1.0
1,1,94,6,2.0
1,1,95,7,0.0
1,1,96,0,2.0
1,1,97,1,0.0
1,1,98,2,0.0
1,1,99,3,1.0
1,1,100,4,1.0
1,1,101,5,1.0
1,1,102,6,0.0
1,1,103,7,0.0
1,1,104,0,0.0
1,1,105,1,0.0
1,1,106,2,0.0
1,1,107,3,1.0
1,1,108,4,1.0
1,1,109,5,2.0
1,1,110,6,0.0
1,1,111,7,0.0
1,1,112,0,0.0
1,1,113,1,0.0
1,1,114,2,0.0
1,1,115,3,1.0
1,1,116,4,1.0
1,1,117,5,1.0
1,1,118,6,0.0
1,1,119,7,0.0
1,1,120,0,0.0
1,1,121,1,0.0
1,1,122,2,0.0
1,1,123,3,1.0
1,1,124,4,1.0
1,1,125,5,1.0
1,1,126,6,0.0
1,1,127,7,0.0
1,1,128,0,0.0
1,1,129,1,1.0
1,1,130,2,0.0
1,1,131,3,2.0
1,1,132,4,1.0
1,1,133,5,2.0
1,1,134,6,0.0
1,1,135,7,1.0
1,1,136,0,0.0
1,1,137,1,1.0
1,1,138,2,0.0
1,1,139,3,1.0
1,1,140,4,1.0
1,1,141,5,1.0
1,1,142,6,3.0
1,1,143,7,1.0
1,1,144,0,0.0
1,1,145,1,1.0
1,1,146,2,0.0
1,1,147,3,2.0
1,1,148,4,1.0
1,1,149,5,1.0
1,1,150,6,0.0
1,1,151,7,1.0
1,1,152,0,2.0
1,1,153,1,1.0
1,1,154,2,0.0
1,1,155,3,2.0
1,1,156,4,1.0
1,1,157,5,1.0
1,1,158,6,3.0
1,1,159,7,1.0
1,1,160,0,0.0
1,1,161,1,1.0
1,1,162,2,0.0
1,1,163,3,2.0
1,1,164,4,1.0
1,1,165,5,1.0
1,1,166,6,3.0
1,1,167,7,1.0
1,1,168,0,0.0
1,1,169,1,1.0
1,1,170,2,0.0
1,1,171,3,2.0
1,1,172,4,0.0
1,1,173,5,1.0
1,1,174,6,3.0
1,1,175,7,1.0
1,1,176,0,0.0
1,1,177,1,2.0
1,1,178,2,0.0
1,1,179,3,2.0
1,1,180,4,1.0
1,1,181,5,1.0
1,1,182,6,3.0
1,1,183,7,1.0
1,1,184,0,0.0
1,1,185,1,1.0
1,1,186,2,0.0
1,1,187,3,2.0
1,1,188,4,1.0
1,1,189,5,1.0
1,1,190,6,0.0
1,1,191,7,1.0
1,1,192,0,0.0
1,1,193,1,1.0
1,1,194,2,0.0
1,1,195,3,0.0
1,1,196,4,1.0
1,1,197,5,1.0
1,1,198,6,3.0
1,1,199,7,2.0
1,2,0,0,1.0
1,2,1,1,2.0
1,2,2,2,0.0
1,2,3,3,1.0
1,2,4,4,2.0
1,2,5,5,3.0
1,2,6,6,5.0
1,2,7,7,0.0
1,2,8,0,0.0
1,2,9,1,0.0
1,2,10,2,3.0
1,2,11,3,0.0
1,2,12,4,3.0
1,2,13,5,3.0
1,2,14,6,3.0
1,2,15,7,2.0
1,2,16,0,0.0
1,2,17,1,2.0
1,2,18,2,3.0
1,2,19,3,4.0
1,2,20,4,4.0
1,2,21,5,2.0
1,2,22,6,3.0
1,2,23,7,2.0
1,2,24,0,0.0
1,2,25,1,0.0
1,2,26,2,0.0
1,2,27,3,3.0
1,2,28,4,4.0
1,2,29,5,6.0
1,2,30,6,0.0
1,2,31,7,2.0
1,2,32,0,0.0
1,2,33,1,0.0
1,2,34,2,3.0
1,2,35,3,3.0
1,2,36,4,4.0
1,2,37,5,6.0
1,2,38,6,0.0
1,2,39,7,2.0
1,2,40,0,0.0
1,2,41,1,0.0
1,2,42,2,2.0
1,2,43,3,3.0
1,2,44,4,4.0
1,2,45,5,4.0
1,2,46,6,0.0
1,2,47,7,2.0
1,2,48,0,0.0
1,2,49,1,0.0
1,2,50,2,0.0
1,2,51,3,3.0
1,2,52,4,4.0
1,2,53,5,6.0
1,2,54,6,0.0
1,2,55,7,2.0
1,2,56,0,0.0
1,2,57,1,0.0
1,2,58,2,0.0
1,2,59,3,3.0
1,2,60,4,4.0
1,2,61,5,6.0
1,2,62,6,0.0
1,2,63,7,2.0
1,2,64,0,0.0
1,2,65,1,0.0
1,2,66,2,0.0
1,2,67,3,3.0
1,2,68,4,4.0
1,2,69,5,6.0
1,2,70,6,0.0
1,2,71,7,2.0
1,2,72,0,0.0
1,2,73,1,0.0
1,2,74,2,0.0
1,2,75,3,3.0
1,2,76,4,4.0
1,2,77,5,6.0
1,2,78,6,0.0
1,2,79,7,2.0
1,2,80,0,0.0
1,2,81,1,2.0
1,2,82,2,0.0
1,2,83,3,3.0
1,2,84,4,4.0
1,2,85,5,6.0
1,2,86,6,0.0
1,2,87,7,2.0
1,2,88,0,0.0
1,2,89,1,0.0
1,2,90,2,0.0
1,2,91,3,3.0
1,2,92,4,4.0
1,2,93,5,6.0
1,2,94,6,0.0
1,2,95,7,2.0
1,2,96,0,0.0
1,2,97,1,0.0
1,2,98,2,2.0
1,2,99,3,3.0
1,2,100,4,4.0
1,2,101,5,6.0
1,2,102,6,0.0
1,2,103,7,2.0
1,2,104,0,0.0
1,2,105,1,0.0
1,2,106,2,0.0
1,2,107,3,3.0
1,2,108,4,4.0
1,2,109,5,6.0
1,2,110,6,0.0
1,2,111,7,2.0
1,2,112,0,2.0
1,2,113,1,0.0
1,2,114,2,0.0
1,2,115,3,4.0
1,2,116,4,4.0
1,2,117,5,6.0
1,2,118,6,0.0
1,2,119,7,2.0
1,2,120,0,0.0
1,2,121,1,0.0
1,2,122,2,0.0
1,2,123,3,3.0
1,2,124,4,4.0
1,2,125,5,6.0
1,2,126,6,0.0
1,2,127,7,2.0
1,2,128,0,0.0
1,2,129,1,0.0
1,2,130,2,0.0
1,2,131,3,3.0
1,2,132,4,4.0
1,2,133,5,6.0
1,2,134,6,0.0
1,2,135,7,1.0
1,2,136,0,0.0
1,2,137,1,0.0
1,2,138,2,0.0
1,2,139,3,3.0
1,2,140,4,4.0
1,2,141,5,6.0
1,2,142,6,0.0
1,2,143,7,1.0
1,2,144,0,0.0
1,2,145,1,0.0
1,2,146,2,0.0
1,2,147,3,3.0
1,2,148,4,4.0
1,2,149,5,6.0
1,2,150,6,0.0
1,2,151,7,1.0
1,2,152,0,0.0
1,2,153,1,0.0
1,2,154,2,0.0
1,2,155,3,3.0
1,2,156,4,4.0
1,2,157,5,6.0
1,2,158,6,0.0
1,2,159,7,1.0
1,2,160,0,0.0
1,2,161,1,0.0
1,2,162,2,0.0
