subject,block,trial,task,regret
1,2,163,3,3.0
1,2,164,4,4.0
1,2,165,5,6.0
1,2,166,6,0.0
1,2,167,7,1.0
1,2,168,0,0.0
1,2,169,1,0.0
1,2,170,2,0.0
1,2,171,3,3.0
1,2,172,4,4.0
1,2,173,5,6.0
1,2,174,6,0.0
1,2,175,7,1.0
1,2,176,0,0.0
1,2,177,1,0.0
1,2,178,2,0.0
1,2,179,3,3.0
1,2,180,4,4.0
1,2,181,5,6.0
1,2,182,6,0.0
1,2,183,7,0.0
1,2,184,0,0.0
1,2,185,1,0.0
1,2,186,2,0.0
1,2,187,3,2.0
1,2,188,4,2.0
1,2,189,5,3.0
1,2,190,6,0.0
1,2,191,7,1.0
1,2,192,0,0.0
1,2,193,1,0.0
1,2,194,2,0.0
1,2,195,3,2.0
1,2,196,4,2.0
1,2,197,5,3.0
1,2,198,6,0.0
1,2,199,7,1.0
2,0,0,0,2.0
2,0,1,1,3.0
2,0,2,2,4.0
2,0,3,3,1.0
2,0,4,4,2.0
2,0,5,5,2.0
2,0,6,6,0.0
2,0,7,7,3.0
2,0,8,0,1.0
2,0,9,1,1.0
2,0,10,2,2.0
2,0,11,3,0.0
2,0,12,4,2.0
2,0,13,5,4.0
2,0,14,6,3.0
2,0,15,7,2.0
2,0,16,0,1.0
2,0,17,1,1.0
2,0,18,2,2.0
2,0,19,3,2.0
2,0,20,4,2.0
2,0,21,5,2.0
2,0,22,6,3.0
2,0,23,7,3.0
2,0,24,0,3.0
2,0,25,1,1.0
2,0,26,2,2.0
2,0,27,3,2.0
2,0,28,4,2.0
2,0,29,5,3.0
2,0,30,6,0.0
2,0,31,7,2.0
2,0,32,0,1.0
2,0,33,1,1.0
2,0,34,2,2.0
2,0,35,3,2.0
2,0,36,4,2.0
2,0,37,5,2.0
2,0,38,6,0.0
2,0,39,7,2.0
2,0,40,0,1.0
2,0,41,1,1.0
2,0,42,2,2.0
2,0,43,3,2.0
2,0,44,4,2.0
2,0,45,5,1.0
2,0,46,6,0.0
2,0,47,7,2.0
2,0,48,0,1.0
2,0,49,1,1.0
2,0,50,2,2.0
2,0,51,3,2.0
2,0,52,4,2.0
2,0,53,5,2.0
2,0,54,6,0.0
2,0,55,7,2.0
2,0,56,0,1.0
2,0,57,1,1.0
2,0,58,2,0.0
2,0,59,3,2.0
2,0,60,4,2.0
2,0,61,5,2.0
2,0,62,6,0.0
2,0,63,7,2.0
2,0,64,0,0.0
2,0,65,1,1.0
2,0,66,2,0.0
2,0,67,3,2.0
2,0,68,4,2.0
2,0,69,5,3.0
2,0,70,6,0.0
2,0,71,7,2.0
2,0,72,0,0.0
2,0,73,1,1.0
2,0,74,2,4.0
2,0,75,3,2.0
2,0,76,4,2.0
2,0,77,5,2.0
2,0,78,6,0.0
2,0,79,7,2.0
2,0,80,0,0.0
2,0,81,1,1.0
2,0,82,2,0.0
2,0,83,3,2.0
2,0,84,4,2.0
2,0,85,5,2.0
2,0,86,6,0.0
2,0,87,7,2.0
2,0,88,0,0.0
2,0,89,1,1.0
2,0,90,2,0.0
2,0,91,3,2.0
2,0,92,4,2.0
2,0,93,5,2.0
2,0,94,6,0.0
2,0,95,7,2.0
2,0,96,0,0.0
2,0,97,1,0.0
2,0,98,2,0.0
2,0,99,3,2.0
2,0,100,4,2.0
2,0,101,5,1.0
2,0,102,6,0.0
2,0,103,7,2.0
2,0,104,0,0.0
2,0,105,1,0.0
2,0,106,2,0.0
2,0,107,3,1.0
2,0,108,4,2.0
2,0,109,5,2.0
2,0,110,6,0.0
2,0,111,7,2.0
2,0,112,0,0.0
2,0,113,1,0.0
2,0,114,2,0.0
2,0,115,3,2.0
2,0,116,4,2.0
2,0,117,5,2.0
2,0,118,6,0.0
2,0,119,7,2.0
2,0,120,0,1.0
2,0,121,1,0.0
2,0,122,2,0.0
2,0,123,3,2.0
2,0,124,4,0.0
2,0,125,5,2.0
2,0,126,6,0.0
2,0,127,7,2.0
2,0,128,0,0.0
2,0,129,1,0.0
2,0,130,2,0.0
2,0,131,3,2.0
2,0,132,4,2.0
2,0,133,5,2.0
2,0,134,6,2.0
2,0,135,7,2.0
2,0,136,0,0.0
2,0,137,1,1.0
2,0,138,2,0.0
2,0,139,3,1.0
2,0,140,4,2.0
2,0,141,5,2.0
2,0,142,6,2.0
2,0,143,7,2.0
2,0,144,0,0.0
2,0,145,1,0.0
2,0,146,2,2.0
2,0,147,3,2.0
2,0,148,4,3.0
2,0,149,5,0.0
2,0,150,6,0.0
2,0,151,7,0.0
2,0,152,0,0.0
2,0,153,1,0.0
2,0,154,2,0.0
2,0,155,3,2.0
2,0,156,4,2.0
2,0,157,5,2.0
2,0,158,6,2.0
2,0,159,7,0.0
2,0,160,0,1.0
2,0,161,1,0.0
2,0,162,2,0.0
2,0,163,3,2.0
2,0,164,4,2.0
2,0,165,5,2.0
2,0,166,6,2.0
2,0,167,7,0.0
2,0,168,0,0.0
2,0,169,1,1.0
2,0,170,2,0.0
2,0,171,3,2.0
2,0,172,4,2.0
2,0,173,5,2.0
2,0,174,6,0.0
2,0,175,7,0.0
2,0,176,0,0.0
2,0,177,1,0.0
2,0,178,2,0.0
2,0,179,3,0.0
2,0,180,4,2.0
2,0,181,5,2.0
2,0,182,6,2.0
2,0,183,7,2.0
2,0,184,0,0.0
2,0,185,1,0.0
2,0,186,2,0.0
2,0,187,3,2.0
2,0,188,4,2.0
2,0,189,5,2.0
2,0,190,6,0.0
2,0,191,7,0.0
2,0,192,0,0.0
2,0,193,1,0.0
2,0,194,2,0.0
2,0,195,3,2.0
2,0,196,4,2.0
2,0,197,5,2.0
2,0,198,6,0.0
2,0,199,7,0.0
2,1,0,0,2.0
2,1,1,1,2.0
2,1,2,2,4.0
2,1,3,3,0.0
2,1,4,4,0.0
2,1,5,5,1.0
2,1,6,6,2.0
2,1,7,7,0.0
2,1,8,0,1.0
2,1,9,1,1.0
2,1,10,2,4.0
2,1,11,3,0.0
2,1,12,4,3.0
2,1,13,5,1.0
2,1,14,6,1.0
2,1,15,7,0.0
2,1,16,0,2.0
2,1,17,1,1.0
2,1,18,2,1.0
2,1,19,3,1.0
2,1,20,4,0.0
2,1,21,5,1.0
2,1,22,6,0.0
2,1,23,7,1.0
2,1,24,0,0.0
2,1,25,1,0.0
2,1,26,2,2.0
2,1,27,3,0.0
2,1,28,4,2.0
2,1,29,5,2.0
2,1,30,6,0.0
2,1,31,7,2.0
2,1,32,0,0.0
2,1,33,1,0.0
2,1,34,2,0.0
2,1,35,3,0.0
2,1,36,4,1.0
2,1,37,5,2.0
2,1,38,6,2.0
2,1,39,7,2.0
2,1,40,0,0.0
2,1,41,1,0.0
2,1,42,2,2.0
2,1,43,3,0.0
2,1,44,4,1.0
2,1,45,5,1.0
2,1,46,6,0.0
2,1,47,7,2.0
2,1,48,0,0.0
2,1,49,1,0.0
2,1,50,2,0.0
2,1,51,3,0.0
2,1,52,4,1.0
2,1,53,5,1.0
2,1,54,6,0.0
2,1,55,7,2.0
2,1,56,0,0.0
2,1,57,1,0.0
2,1,58,2,0.0
2,1,59,3,0.0
2,1,60,4,1.0
2,1,61,5,1.0
2,1,62,6,2.0
2,1,63,7,0.0
2,1,64,0,0.0
2,1,65,1,0.0
2,1,66,2,2.0
2,1,67,3,0.0
2,1,68,4,1.0
2,1,69,5,1.0
2,1,70,6,0.0
2,1,71,7,0.0
2,1,72,0,0.0
2,1,73,1,0.0
2,1,74,2,0.0
2,1,75,3,0.0
2,1,76,4,1.0
2,1,77,5,1.0
2,1,78,6,0.0
2,1,79,7,0.0
2,1,80,0,0.0
2,1,81,1,0.0
2,1,82,2,0.0
2,1,83,3,0.0
2,1,84,4,1.0
2,1,85,5,1.0
2,1,86,6,0.0
2,1,87,7,0.0
2,1,88,0,0.0
2,1,89,1,0.0
2,1,90,2,0.0
2,1,91,3,0.0
2,1,92,4,1.0
2,1,93,5,1.0
2,1,94,6,0.0
2,1,95,7,0.0
2,1,96,0,0.0
2,1,97,1,0.0
2,1,98,2,0.0
2,1,99,3,0.0
2,1,100,4,1.0
2,1,101,5,0.0
2,1,102,6,0.0
2,1,103,7,0.0
2,1,104,0,0.0
2,1,105,1,0.0
2,1,106,2,0.0
2,1,107,3,0.0
2,1,108,4,1.0
2,1,109,5,0.0
2,1,110,6,0.0
2,1,111,7,2.0
2,1,112,0,0.0
2,1,113,1,0.0
2,1,114,2,0.0
2,1,115,3,0.0
2,1,116,4,1.0
2,1,117,5,1.0
2,1,118,6,1.0
2,1,119,7,0.0
2,1,120,0,0.0
2,1,121,1,0.0
2,1,122,2,0.0
2,1,123,3,0.0
2,1,124,4,1.0
2,1,125,5,1.0
2,1,126,6,0.0
2,1,127,7,0.0
2,1,128,0,0.0
2,1,129,1,1.0
2,1,130,2,0.0
2,1,131,3,0.0
2,1,132,4,1.0
2,1,133,5,1.0
2,1,134,6,0.0
2,1,135,7,0.0
2,1,136,0,1.0
2,1,137,1,1.0
2,1,138,2,0.0
2,1,139,3,0.0
2,1,140,4,1.0
2,1,141,5,1.0
2,1,142,6,0.0
2,1,143,7,0.0
2,1,144,0,1.0
2,1,145,1,1.0
2,1,146,2,0.0
2,1,147,3,0.0
2,1,148,4,1.0
2,1,149,5,0.0
2,1,150,6,0.0
2,1,151,7,0.0
2,1,152,0,0.0
2,1,153,1,1.0
2,1,154,2,0.0
2,1,155,3,0.0
2,1,156,4,1.0
2,1,157,5,1.0
2,1,158,6,0.0
2,1,159,7,0.0
2,1,160,0,1.0
2,1,161,1,1.0
2,1,162,2,0.0
2,1,163,3,0.0
2,1,164,4,1.0
2,1,165,5,1.0
2,1,166,6,2.0
2,1,167,7,0.0
2,1,168,0,1.0
2,1,169,1,1.0
2,1,170,2,3.0
2,1,171,3,0.0
2,1,172,4,1.0
2,1,173,5,1.0
2,1,174,6,0.0
2,1,175,7,0.0
2,1,176,0,1.0
2,1,177,1,1.0
2,1,178,2,0.0
2,1,179,3,0.0
2,1,180,4,1.0
2,1,181,5,1.0
2,1,182,6,0.0
2,1,183,7,0.0
2,1,184,0,1.0
2,1,185,1,1.0
2,1,186,2,0.0
2,1,187,3,0.0
2,1,188,4,1.0
2,1,189,5,1.0
2,1,190,6,2.0
2,1,191,7,0.0
2,1,192,0,2.0
2,1,193,1,1.0
2,1,194,2,0.0
2,1,195,3,0.0
2,1,196,4,1.0
2,1,197,5,2.0
2,1,198,6,2.0
2,1,199,7,0.0
2,2,0,0,2.0
2,2,1,1,1.0
2,2,2,2,0.0
2,2,3,3,2.0
2,2,4,4,2.0
2,2,5,5,2.0
2,2,6,6,0.0
2,2,7,7,4.0
2,2,8,0,0.0
2,2,9,1,3.0
2,2,10,2,3.0
2,2,11,3,0.0
2,2,12,4,1.0
2,2,13,5,2.0
2,2,14,6,3.0
2,2,15,7,4.0
2,2,16,0,0.0
2,2,17,1,0.0
2,2,18,2,3.0
2,2,19,3,0.0
2,2,20,4,0.0
2,2,21,5,2.0
2,2,22,6,3.0
2,2,23,7,4.0
2,2,24,0,1.0
2,2,25,1,0.0
2,2,26,2,0.0
2,2,27,3,0.0
2,2,28,4,2.0
2,2,29,5,3.0
2,2,30,6,3.0
2,2,31,7,1.0
2,2,32,0,2.0
2,2,33,1,0.0
2,2,34,2,3.0
2,2,35,3,2.0
2,2,36,4,2.0
2,2,37,5,5.0
2,2,38,6,3.0
2,2,39,7,0.0
2,2,40,0,0.0
2,2,41,1,0.0
2,2,42,2,0.0
2,2,43,3,0.0
2,2,44,4,2.0
2,2,45,5,2.0
2,2,46,6,0.0
2,2,47,7,1.0
2,2,48,0,0.0
2,2,49,1,0.0
2,2,50,2,0.0
2,2,51,3,0.0
2,2,52,4,2.0
2,2,53,5,2.0
2,2,54,6,0.0
2,2,55,7,1.0
2,2,56,0,0.0
2,2,57,1,0.0
2,2,58,2,0.0
2,2,59,3,0.0
2,2,60,4,2.0
2,2,61,5,2.0
2,2,62,6,0.0
2,2,63,7,1.0
2,2,64,0,0.0
2,2,65,1,0.0
2,2,66,2,0.0
2,2,67,3,2.0
2,2,68,4,2.0
2,2,69,5,2.0
2,2,70,6,0.0
2,2,71,7,1.0
2,2,72,0,0.0
2,2,73,1,0.0
2,2,74,2,0.0
2,2,75,3,0.0
2,2,76,4,2.0
2,2,77,5,2.0
2,2,78,6,0.0
2,2,79,7,1.0
2,2,80,0,0.0
2,2,81,1,0.0
2,2,82,2,0.0
2,2,83,3,0.0
2,2,84,4,2.0
2,2,85,5,2.0
2,2,86,6,0.0
2,2,87,7,1.0
2,2,88,0,0.0
2,2,89,1,0.0
2,2,90,2,0.0
2,2,91,3,0.0
2,2,92,4,2.0
2,2,93,5,2.0
2,2,94,6,3.0
2,2,95,7,1.0
2,2,96,0,0.0
2,2,97,1,0.0
2,2,98,2,0.0
2,2,99,3,0.0
2,2,100,4,2.0
2,2,101,5,2.0
2,2,102,6,0.0
2,2,103,7,1.0
2,2,104,0,0.0
2,2,105,1,0.0
2,2,106,2,0.0
2,2,107,3,0.0
2,2,108,4,2.0
2,2,109,5,2.0
2,2,110,6,4.0
2,2,111,7,1.0
2,2,112,0,1.0
2,2,113,1,0.0
2,2,114,2,0.0
2,2,115,3,0.0
2,2,116,4,2.0
2,2,117,5,2.0
2,2,118,6,0.0
2,2,119,7,1.0
2,2,120,0,0.0
2,2,121,1,0.0
2,2,122,2,0.0
2,2,123,3,0.0
2,2,124,4,2.0
2,2,125,5,2.0
2,2,126,6,0.0
2,2,127,7,1.0
2,2,128,0,0.0
2,2,129,1,0.0
2,2,130,2,0.0
2,2,131,3,2.0
2,2,132,4,2.0
2,2,133,5,2.0
2,2,134,6,0.0
2,2,135,7,0.0
2,2,136,0,0.0
2,2,137,1,0.0
2,2,138,2,0.0
2,2,139,3,0.0
2,2,140,4,2.0
2,2,141,5,2.0
2,2,142,6,0.0
2,2,143,7,1.0
2,2,144,0,0.0
2,2,145,1,0.0
2,2,146,2,0.0
2,2,147,3,0.0
2,2,148,4,2.0
2,2,149,5,2.0
2,2,150,6,0.0
2,2,151,7,4.0
2,2,152,0,0.0
2,2,153,1,0.0
2,2,154,2,2.0
2,2,155,3,0.0
2,2,156,4,2.0
2,2,157,5,2.0
2,2,158,6,0.0
2,2,159,7,1.0
2,2,160,0,1.0
2,2,161,1,0.0
2,2,162,2,0.0
2,2,163,3,0.0
2,2,164,4,2.0
2,2,165,5,2.0
2,2,166,6,0.0
2,2,167,7,1.0
2,2,168,0,1.0
2,2,169,1,0.0
2,2,170,2,2.0
2,2,171,3,2.0
2,2,172,4,2.0
2,2,173,5,2.0
2,2,174,6,0.0
2,2,175,7,1.0
2,2,176,0,0.0
2,2,177,1,0.0
2,2,178,2,0.0
2,2,179,3,0.0
2,2,180,4,2.0
2,2,181,5,2.0
2,2,182,6,0.0
2,2,183,7,1.0
2,2,184,0,1.0
2,2,185,1,0.0
2,2,186,2,0.0
2,2,187,3,0.0
2,2,188,4,2.0
2,2,189,5,2.0
2,2,190,6,0.0
2,2,191,7,1.0
2,2,192,0,0.0
2,2,193,1,0.0
2,2,194,2,0.0
2,2,195,3,0.0
2,2,196,4,2.0
2,2,197,5,2.0
2,2,198,6,0.0
2,2,199,7,1.0
3,0,0,0,4.0
3,0,1,1,3.0
3,0,2,2,4.0
3,0,3,3,1.0
3,0,4,4,1.0
3,0,5,5,0.0
3,0,6,6,6.0
3,0,7,7,5.0
3,0,8,0,2.0
3,0,9,1,3.0
3,0,10,2,2.0
3,0,11,3,0.0
3,0,12,4,3.0
3,0,13,5,1.0
3,0,14,6,2.0
3,0,15,7,5.0
3,0,16,0,2.0
3,0,17,1,0.0
3,0,18,2,1.0
3,0,19,3,4.0
3,0,20,4,1.0
3,0,21,5,4.0
3,0,22,6,2.0
3,0,23,7,0.0
3,0,24,0,0.0
3,0,25,1,0.0
3,0,26,2,2.0
3,0,27,3,0.0
3,0,28,4,1.0
3,0,29,5,2.0
3,0,30,6,2.0
3,0,31,7,0.0
3,0,32,0,2.0
3,0,33,1,3.0
3,0,34,2,2.0
3,0,35,3,0.0
3,0,36,4,1.0
3,0,37,5,2.0
3,0,38,6,0.0
3,0,39,7,5.0
3,0,40,0,0.0
3,0,41,1,0.0
3,0,42,2,0.0
3,0,43,3,0.0
3,0,44,4,1.0
3,0,45,5,2.0
3,0,46,6,0.0
3,0,47,7,0.0
3,0,48,0,2.0
3,0,49,1,4.0
3,0,50,2,0.0
3,0,51,3,0.0
3,0,52,4,1.0
3,0,53,5,4.0
3,0,54,6,0.0
3,0,55,7,0.0
3,0,56,0,0.0
3,0,57,1,0.0
3,0,58,2,0.0
3,0,59,3,0.0
3,0,60,4,1.0
3,0,61,5,4.0
3,0,62,6,2.0
3,0,63,7,0.0
3,0,64,0,0.0
3,0,65,1,3.0
3,0,66,2,0.0
3,0,67,3,0.0
3,0,68,4,1.0
3,0,69,5,4.0
3,0,70,6,0.0
3,0,71,7,0.0
3,0,72,0,0.0
3,0,73,1,0.0
3,0,74,2,0.0
3,0,75,3,0.0
3,0,76,4,1.0
3,0,77,5,4.0
3,0,78,6,0.0
3,0,79,7,0.0
3,0,80,0,0.0
3,0,81,1,1.0
3,0,82,2,0.0
3,0,83,3,1.0
3,0,84,4,1.0
3,0,85,5,4.0
3,0,86,6,0.0
3,0,87,7,0.0
3,0,88,0,0.0
3,0,89,1,0.0
3,0,90,2,0.0
3,0,91,3,0.0
3,0,92,4,1.0
3,0,93,5,4.0
3,0,94,6,0.0
3,0,95,7,0.0
3,0,96,0,0.0
3,0,97,1,0.0
3,0,98,2,0.0
3,0,99,3,0.0
3,0,100,4,1.0
3,0,101,5,4.0
3,0,102,6,2.0
3,0,103,7,1.0
3,0,104,0,0.0
3,0,105,1,0.0
3,0,106,2,0.0
3,0,107,3,0.0
3,0,108,4,1.0
3,0,109,5,1.0
3,0,110,6,0.0
3,0,111,7,0.0
3,0,112,0,0.0
3,0,113,1,0.0
3,0,114,2,0.0
3,0,115,3,0.0
3,0,116,4,1.0
3,0,117,5,4.0
3,0,118,6,0.0
3,0,119,7,0.0
3,0,120,0,0.0
3,0,121,1,0.0
3,0,122,2,0.0
3,0,123,3,0.0
3,0,124,4,1.0
3,0,125,5,4.0
3,0,126,6,0.0
3,0,127,7,0.0
3,0,128,0,0.0
3,0,129,1,0.0
3,0,130,2,0.0
3,0,131,3,0.0
3,0,132,4,1.0
3,0,133,5,4.0
3,0,134,6,0.0
3,0,135,7,0.0
3,0,136,0,0.0
3,0,137,1,0.0
3,0,138,2,0.0
3,0,139,3,0.0
3,0,140,4,1.0
3,0,141,5,1.0
3,0,142,6,0.0
3,0,143,7,0.0
3,0,144,0,0.0
3,0,145,1,0.0
3,0,146,2,0.0
3,0,147,3,0.0
3,0,148,4,1.0
3,0,149,5,4.0
3,0,150,6,0.0
3,0,151,7,0.0
3,0,152,0,0.0
3,0,153,1,0.0
3,0,154,2,0.0
3,0,155,3,0.0
3,0,156,4,1.0
3,0,157,5,4.0
3,0,158,6,0.0
3,0,159,7,0.0
3,0,160,0,0.0
3,0,161,1,0.0
3,0,162,2,1.0
3,0,163,3,0.0
3,0,164,4,1.0
3,0,165,5,4.0
3,0,166,6,0.0
3,0,167,7,1.0
3,0,168,0,0.0
3,0,169,1,0.0
3,0,170,2,0.0
3,0,171,3,0.0
3,0,172,4,1.0
3,0,173,5,4.0
3,0,174,6,0.0
3,0,175,7,1.0
3,0,176,0,0.0
3,0,177,1,0.0
3,0,178,2,0.0
3,0,179,3,0.0
3,0,180,4,1.0
3,0,181,5,2.0
3,0,182,6,0.0
3,0,183,7,0.0
3,0,184,0,0.0
3,0,185,1,0.0
3,0,186,2,0.0
3,0,187,3,0.0
3,0,188,4,1.0
3,0,189,5,4.0
3,0,190,6,0.0
3,0,191,7,0.0
3,0,192,0,2.0
3,0,193,1,0.0
3,0,194,2,0.0
3,0,195,3,0.0
3,0,196,4,1.0
3,0,197,5,1.0
3,0,198,6,0.0
3,0,199,7,1.0
3,1,0,0,2.0
3,1,1,1,2.0
3,1,2,2,1.0
3,1,3,3,0.0
3,1,4,4,3.0
3,1,5,5,3.0
3,1,6,6,5.0
3,1,7,7,2.0
3,1,8,0,0.0
3,1,9,1,1.0
3,1,10,2,0.0
3,1,11,3,2.0
3,1,12,4,1.0
3,1,13,5,2.0
3,1,14,6,3.0
3,1,15,7,0.0
3,1,16,0,0.0
3,1,17,1,1.0
3,1,18,2,1.0
3,1,19,3,0.0
3,1,20,4,0.0
3,1,21,5,2.0
3,1,22,6,0.0
3,1,23,7,5.0
3,1,24,0,0.0
3,1,25,1,3.0
3,1,26,2,0.0
3,1,27,3,2.0
3,1,28,4,3.0
3,1,29,5,2.0
3,1,30,6,1.0
3,1,31,7,0.0
3,1,32,0,0.0
3,1,33,1,1.0
3,1,34,2,1.0
3,1,35,3,0.0
3,1,36,4,0.0
3,1,37,5,1.0
3,1,38,6,0.0
3,1,39,7,0.0
3,1,40,0,0.0
3,1,41,1,1.0
3,1,42,2,1.0
3,1,43,3,0.0
3,1,44,4,0.0
3,1,45,5,2.0
3,1,46,6,0.0
3,1,47,7,0.0
3,1,48,0,0.0
3,1,49,1,1.0
3,1,50,2,1.0
3,1,51,3,1.0
3,1,52,4,0.0
3,1,53,5,2.0
3,1,54,6,0.0
3,1,55,7,0.0
3,1,56,0,0.0
3,1,57,1,1.0
3,1,58,2,2.0
3,1,59,3,0.0
3,1,60,4,0.0
3,1,61,5,3.0
3,1,62,6,0.0
3,1,63,7,0.0
3,1,64,0,0.0
3,1,65,1,1.0
3,1,66,2,1.0
3,1,67,3,0.0
3,1,68,4,0.0
3,1,69,5,2.0
3,1,70,6,0.0
3,1,71,7,0.0
3,1,72,0,0.0
3,1,73,1,1.0
3,1,74,2,1.0
3,1,75,3,0.0
3,1,76,4,0.0
3,1,77,5,2.0
3,1,78,6,0.0
3,1,79,7,0.0
3,1,80,0,0.0
3,1,81,1,1.0
3,1,82,2,1.0
3,1,83,3,0.0
3,1,84,4,0.0
3,1,85,5,2.0
3,1,86,6,0.0
3,1,87,7,2.0
3,1,88,0,0.0
3,1,89,1,1.0
3,1,90,2,0.0
3,1,91,3,0.0
3,1,92,4,0.0
3,1,93,5,2.0
3,1,94,6,0.0
3,1,95,7,0.0
3,1,96,0,0.0
3,1,97,1,1.0
3,1,98,2,0.0
3,1,99,3,0.0
3,1,100,4,0.0
3,1,101,5,2.0
3,1,102,6,0.0
3,1,103,7,0.0
3,1,104,0,0.0
3,1,105,1,1.0
3,1,106,2,0.0
3,1,107,3,0.0
3,1,108,4,0.0
3,1,109,5,3.0
3,1,110,6,0.0
3,1,111,7,0.0
3,1,112,0,0.0
3,1,113,1,1.0
3,1,114,2,0.0
3,1,115,3,0.0
3,1,116,4,0.0
3,1,117,5,2.0
3,1,118,6,0.0
3,1,119,7,0.0
3,1,120,0,0.0
3,1,121,1,1.0
3,1,122,2,0.0
3,1,123,3,0.0
3,1,124,4,0.0
3,1,125,5,2.0
3,1,126,6,0.0
3,1,127,7,0.0
3,1,128,0,0.0
3,1,129,1,1.0
3,1,130,2,0.0
3,1,131,3,0.0
3,1,132,4,3.0
3,1,133,5,2.0
3,1,134,6,0.0
3,1,135,7,0.0
3,1,136,0,0.0
3,1,137,1,1.0
3,1,138,2,0.0
3,1,139,3,2.0
3,1,140,4,3.0
3,1,141,5,2.0
3,1,142,6,0.0
3,1,143,7,0.0
3,1,144,0,0.0
3,1,145,1,2.0
3,1,146,2,0.0
3,1,147,3,2.0
3,1,148,4,3.0
3,1,149,5,2.0
3,1,150,6,0.0
3,1,151,7,0.0
3,1,152,0,0.0
3,1,153,1,0.0
3,1,154,2,0.0
3,1,155,3,2.0
3,1,156,4,3.0
3,1,157,5,2.0
3,1,158,6,0.0
3,1,159,7,0.0
3,1,160,0,0.0
3,1,161,1,0.0
3,1,162,2,2.0
3,1,163,3,2.0
3,1,164,4,3.0
3,1,165,5,2.0
3,1,166,6,0.0
3,1,167,7,0.0
3,1,168,0,0.0
3,1,169,1,0.0
3,1,170,2,0.0
3,1,171,3,2.0
3,1,172,4,3.0
3,1,173,5,2.0
3,1,174,6,0.0
3,1,175,7,5.0
3,1,176,0,0.0
3,1,177,1,0.0
3,1,178,2,0.0
3,1,179,3,2.0
3,1,180,4,3.0
3,1,181,5,3.0
3,1,182,6,1.0
3,1,183,7,0.0
3,1,184,0,0.0
3,1,185,1,1.0
3,1,186,2,0.0
3,1,187,3,2.0
3,1,188,4,3.0
3,1,189,5,2.0
3,1,190,6,0.0
3,1,191,7,0.0
3,1,192,0,0.0
3,1,193,1,0.0
3,1,194,2,0.0
3,1,195,3,2.0
3,1,196,4,3.0
3,1,197,5,3.0
3,1,198,6,0.0
3,1,199,7,0.0
3,2,0,0,2.0
3,2,1,1,2.0
3,2,2,2,2.0
3,2,3,3,0.0
3,2,4,4,0.0
3,2,5,5,2.0
3,2,6,6,3.0
3,2,7,7,1.0
3,2,8,0,0.0
3,2,9,1,3.0
3,2,10,2,2.0
3,2,11,3,2.0
3,2,12,4,0.0
3,2,13,5,0.0
3,2,14,6,3.0
3,2,15,7,1.0
3,2,16,0,1.0
3,2,17,1,0.0
3,2,18,2,0.0
3,2,19,3,0.0
3,2,20,4,2.0
3,2,21,5,0.0
3,2,22,6,2.0
3,2,23,7,4.0
3,2,24,0,1.0
3,2,25,1,1.0
3,2,26,2,1.0
3,2,27,3,2.0
3,2,28,4,1.0
3,2,29,5,3.0
3,2,30,6,2.0
3,2,31,7,2.0
3,2,32,0,0.0
3,2,33,1,1.0
3,2,34,2,0.0
3,2,35,3,1.0
3,2,36,4,1.0
3,2,37,5,3.0
3,2,38,6,2.0
3,2,39,7,0.0
3,2,40,0,0.0
3,2,41,1,1.0
3,2,42,2,0.0
3,2,43,3,1.0
3,2,44,4,2.0
3,2,45,5,3.0
3,2,46,6,2.0
3,2,47,7,4.0
3,2,48,0,0.0
3,2,49,1,2.0
3,2,50,2,0.0
3,2,51,3,1.0
3,2,52,4,1.0
3,2,53,5,3.0
3,2,54,6,2.0
3,2,55,7,0.0
3,2,56,0,0.0
3,2,57,1,1.0
3,2,58,2,2.0
3,2,59,3,1.0
3,2,60,4,1.0
3,2,61,5,3.0
3,2,62,6,2.0
3,2,63,7,0.0
3,2,64,0,0.0
3,2,65,1,1.0
3,2,66,2,0.0
3,2,67,3,1.0
3,2,68,4,1.0
3,2,69,5,3.0
3,2,70,6,2.0
3,2,71,7,0.0
3,2,72,0,0.0
3,2,73,1,1.0
3,2,74,2,0.0
3,2,75,3,1.0
3,2,76,4,1.0
3,2,77,5,3.0
3,2,78,6,3.0
3,2,79,7,0.0
3,2,80,0,0.0
3,2,81,1,0.0
3,2,82,2,0.0
3,2,83,3,1.0
3,2,84,4,1.0
3,2,85,5,3.0
3,2,86,6,2.0
3,2,87,7,0.0
3,2,88,0,0.0
3,2,89,1,0.0
3,2,90,2,0.0
3,2,91,3,1.0
3,2,92,4,1.0
3,2,93,5,3.0
3,2,94,6,2.0
3,2,95,7,0.0
3,2,96,0,0.0
3,2,97,1,0.0
3,2,98,2,0.0
3,2,99,3,1.0
3,2,100,4,1.0
3,2,101,5,3.0
3,2,102,6,2.0
3,2,103,7,0.0
3,2,104,0,0.0
3,2,105,1,0.0
3,2,106,2,0.0
3,2,107,3,1.0
3,2,108,4,1.0
3,2,109,5,3.0
3,2,110,6,2.0
3,2,111,7,0.0
3,2,112,0,0.0
3,2,113,1,0.0
3,2,114,2,0.0
3,2,115,3,1.0
3,2,116,4,1.0
3,2,117,5,3.0
3,2,118,6,2.0
3,2,119,7,0.0
3,2,120,0,0.0
3,2,121,1,0.0
3,2,122,2,0.0
3,2,123,3,1.0
3,2,124,4,1.0
3,2,125,5,3.0
3,2,126,6,2.0
3,2,127,7,0.0
